distance threshold,min length,downsampling factor,running time,agent traj ids count,distinct traj ids count
1.5,10,3,43.333333333333336,106.52777777777777,21.305555555555557
1.5,5,3,52.416666666666664,106.52777777777777,21.305555555555557
1.5,8,3,46.0,106.52777777777777,21.305555555555557
4,10,3,136.58333333333334,106.52777777777777,21.305555555555557
4,5,3,181.30555555555554,106.52777777777777,21.305555555555557
4,8,3,155.77777777777777,106.52777777777777,21.305555555555557
