distance threshold,min length,downsampling factor,running time,agent traj ids count,distinct traj ids count
1.5,10,1,516.3333333333334,106.52777777777777,21.305555555555557
1.5,5,1,470.27777777777777,106.52777777777777,21.305555555555557
1.5,8,1,498.6666666666667,106.52777777777777,21.305555555555557
4,10,1,1754.0555555555557,106.52777777777777,21.305555555555557
4,5,1,1666.5,106.52777777777777,21.305555555555557
4,8,1,1738.361111111111,106.52777777777777,21.305555555555557
