distance threshold,min length,downsampling factor,running time,agent traj ids count,distinct traj ids count
1.5,10,4,20.833333333333332,106.52777777777777,21.305555555555557
1.5,5,4,29.166666666666668,106.52777777777777,21.305555555555557
1.5,8,4,23.5,106.52777777777777,21.305555555555557
4,10,4,64.27777777777777,106.52777777777777,21.305555555555557
4,5,4,104.05555555555556,106.52777777777777,21.305555555555557
4,8,4,80.13888888888889,106.52777777777777,21.305555555555557
