iteration,distance threshold,min length,downsampling factor,agent traj ids count,distinct traj ids count,running time,team,game,delta
111,4,5,1,80,16,783,1610612739,21500176,0.013418721990100215
112,4,8,1,80,16,794,1610612739,21500176,0.023649448372143306
113,4,10,1,80,16,790,1610612739,21500176,0.023649448372143306
114,1.5,5,1,115,23,564,1610612739,21500191,0.0012211045310271617
115,1.5,8,1,115,23,591,1610612739,21500191,0.0012211045310271617
116,1.5,10,1,115,23,609,1610612739,21500191,0.001151885718834609
117,4,5,1,115,23,1765,1610612739,21500191,0.01694325720476889
118,4,8,1,115,23,1802,1610612739,21500191,0.01318073612891412
119,4,10,1,115,23,1898,1610612739,21500191,0.0011666428024822448
120,1.5,5,1,155,31,894,1610612739,21500203,0.0011666428024822448
121,1.5,8,1,155,31,840,1610612739,21500203,0.0013439410813980987
122,1.5,10,1,155,31,1016,1610612739,21500203,0.010534158906144663
123,4,5,1,155,31,3699,1610612739,21500203,0.011008492358610861
124,4,8,1,155,31,3799,1610612739,21500203,0.011008492358610861
125,4,10,1,155,31,3764,1610612739,21500203,0.0008989826049916696
126,1.5,5,1,130,26,619,1610612739,21500219,0.0008989826049916696
127,1.5,8,1,130,26,678,1610612739,21500219,0.0008810827117661654
128,1.5,10,1,130,26,771,1610612739,21500219,0.03736854543306156
129,4,5,1,130,26,2206,1610612739,21500219,0.03736854543306156
130,4,8,1,130,26,2465,1610612739,21500219,0.03736854543306156
131,4,10,1,130,26,2369,1610612739,21500219,0.00516563851206616
132,1.5,5,1,175,35,1083,1610612739,21500227,0.00516563851206616
133,1.5,8,1,175,35,1137,1610612739,21500227,0.00516563851206616
134,1.5,10,1,175,35,1152,1610612739,21500227,0.010044657258585247
135,4,5,1,175,35,4778,1610612739,21500227,0.01080548425790974
136,4,8,1,175,35,4883,1610612739,21500227,0.01080548425790974
137,4,10,1,175,35,4882,1610612739,21500227,0.0021272448065962576
138,1.5,5,1,65,13,188,1610612739,21500262,0.0020383063526876076
139,1.5,8,1,65,13,171,1610612739,21500262,0.0021272448065962576
140,1.5,10,1,65,13,218,1610612739,21500262,0.020605872907365385
141,4,5,1,65,13,460,1610612739,21500262,0.020605872907365385
142,4,8,1,65,13,482,1610612739,21500262,0.0020085166705466027
143,4,10,1,65,13,514,1610612739,21500262,0.0020085166705466027
144,1.5,5,1,125,25,646,1610612739,21500288,0.0018083902676331602
145,1.5,8,1,125,25,691,1610612739,21500288,0.021076984095570364
146,1.5,10,1,125,25,679,1610612739,21500288,0.02530552664281057
147,4,5,1,125,25,2189,1610612739,21500288,0.02530552664281057
148,4,8,1,125,25,2303,1610612739,21500288,0.0017981756125524159
149,4,10,1,125,25,2364,1610612739,21500288,0.0016246605547464983
150,1.5,5,1,115,23,548,1610612739,21500313,0.0017981756125524159
151,1.5,8,1,115,23,585,1610612739,21500313,0.015234010850038972
152,1.5,10,1,115,23,505,1610612739,21500313,0.028675785129485123
153,4,5,1,115,23,1767,1610612739,21500313,0.00112984889498534
154,4,8,1,115,23,1901,1610612739,21500313,0.00112984889498534
155,4,10,1,115,23,1864,1610612739,21500313,0.0016479783453297624
156,1.5,5,1,105,21,455,1610612739,21500334,0.029373338047003487
157,1.5,8,1,105,21,513,1610612739,21500334,0.021450459652706845
158,1.5,10,1,105,21,507,1610612739,21500334,0.021450459652706845
159,4,5,1,105,21,1481,1610612739,21500334,0.003690999593571548
160,4,8,1,105,21,1557,1610612739,21500334,0.003302588246338099
161,4,10,1,105,21,1521,1610612739,21500334,0.003690999593571548
162,1.5,5,1,135,27,682,1610612739,21500367,0.027499057417191698
163,1.5,8,1,135,27,661,1610612739,21500367,0.01747986917353633
164,1.5,10,1,135,27,675,1610612739,21500367,0.01747986917353633
165,4,5,1,135,27,2458,1610612739,21500367,0.0019934933423828485
166,4,8,1,135,27,2634,1610612739,21500367,0.0020261304849190052
167,4,10,1,135,27,2646,1610612739,21500367,0.0019934933423828485
168,1.5,5,1,90,18,307,1610612739,21500384,0.040880545486171954
169,1.5,8,1,90,18,359,1610612739,21500384,0.036567846415045055
170,1.5,10,1,90,18,383,1610612739,21500384,0.04217287042251037
171,4,5,1,90,18,1077,1610612739,21500384,0.002033121255543962
172,4,8,1,90,18,1140,1610612739,21500384,0.0033342612227701828
173,4,10,1,90,18,1147,1610612739,21500384,0.0033342612227701828
174,1.5,5,1,100,20,423,1610612739,21500405,0.01090948719704323
175,1.5,8,1,100,20,474,1610612739,21500405,0.029701045787185482
176,1.5,10,1,100,20,421,1610612739,21500405,0.016686084418949858
177,4,5,1,100,20,1313,1610612739,21500405,0.0017884174881175584
178,4,8,1,100,20,1406,1610612739,21500405,0.0018277502623945219
179,4,10,1,100,20,1439,1610612739,21500405,0.0017631518447165948
180,1.5,5,1,95,19,354,1610612739,21500424,0.016893534016737374
181,1.5,8,1,95,19,402,1610612739,21500424,0.021602253068206217
182,1.5,10,1,95,19,387,1610612739,21500424,0.0014077945013947811
183,4,5,1,95,19,1079,1610612739,21500424,0.0014077945013947811
184,4,8,1,95,19,1111,1610612739,21500424,0.0014077945013947811
185,4,10,1,95,19,1167,1610612739,21500424,0.02383853434414469
186,1.5,5,1,140,28,680,1610612739,21500438,0.020605872907365385
187,1.5,8,1,140,28,698,1610612739,21500438,0.0020085166705466027
188,1.5,10,1,140,28,825,1610612739,21500438,0.0019542850253306742
189,4,5,1,140,28,2949,1610612739,21500438,0.0019542850253306742
190,4,8,1,140,28,2933,1610612739,21500438,0.010574858830169799
191,4,10,1,140,28,3006,1610612739,21500438,0.006723898678142646
192,1.5,5,1,150,30,783,1610612739,21500453,0.006723898678142646
193,1.5,8,1,150,30,942,1610612739,21500453,0.0032343626915590493
194,1.5,10,1,150,30,842,1610612739,21500453,0.002017169603442794
195,4,5,1,150,30,3154,1610612739,21500453,0.0015924404491051488
196,4,8,1,150,30,3302,1610612739,21500453,0.04642857142857143
197,4,10,1,150,30,3214,1610612739,21500453,0.0036364036826571516
198,1.5,5,1,115,23,578,1610612739,21500466,0.0036364036826571516
199,1.5,8,1,115,23,561,1610612739,21500466,0.0036364036826571516
200,1.5,10,1,115,23,556,1610612739,21500466,
201,4,5,1,115,23,1720,1610612739,21500466,
202,4,8,1,115,23,1817,1610612739,21500466,
203,4,10,1,115,23,1858,1610612739,21500466,
204,1.5,5,1,105,21,474,1610612739,21500473,
205,1.5,8,1,105,21,489,1610612739,21500473,
206,1.5,10,1,105,21,517,1610612739,21500473,
207,4,5,1,105,21,1492,1610612739,21500473,
208,4,8,1,105,21,1591,1610612739,21500473,
209,4,10,1,105,21,1547,1610612739,21500473,
210,1.5,5,1,50,10,97,1610612739,21500291,
211,1.5,8,1,50,10,104,1610612739,21500291,
212,1.5,10,1,50,10,112,1610612739,21500291,
213,4,5,1,50,10,290,1610612739,21500291,
214,4,8,1,50,10,317,1610612739,21500291,
215,4,10,1,50,10,336,1610612739,21500291,
