team_id,game_id
1610612761,21500492
1610612766,21500492
1610612742,21500491
1610612748,21500491
1610612752,21500493
1610612741,21500493
1610612764,21500490
1610612753,21500490
1610612747,21500494
1610612755,21500494
1610612751,21500495
1610612738,21500495
1610612743,21500504
1610612744,21500504
1610612765,21500498
1610612754,21500498
1610612745,21500502
1610612759,21500502
1610612763,21500503
1610612762,21500503
1610612750,21500500
1610612749,21500500
1610612740,21500501
1610612742,21500501
1610612766,21500497
1610612760,21500497
1610612753,21500499
1610612739,21500499
1610612746,21500505
1610612755,21500505
1610612756,21500496
1610612758,21500496
1610612737,21500506
1610612752,21500506
1610612741,21500507
1610612761,21500507
1610612748,21500508
1610612764,21500508
1610612747,21500510
1610612756,21500510
1610612738,21500513
1610612751,21500513
1610612744,21500520
1610612766,21500520
1610612762,21500518
1610612745,21500518
1610612754,21500515
1610612748,21500515
1610612763,21500519
1610612757,21500519
1610612750,21500512
1610612755,21500512
1610612765,21500514
1610612753,21500514
1610612758,21500517
1610612760,21500517
1610612759,21500516
1610612749,21500516
1610612739,21500511
1610612761,21500511
1610612747,21500524
1610612744,21500524
1610612741,21500522
1610612749,21500522
1610612752,21500521
1610612737,21500521
1610612742,21500523
1610612758,21500523
1610612766,21500533
1610612756,21500533
1610612764,21500527
1610612739,21500527
1610612742,21500531
1610612740,21500531
1610612743,21500530
1610612750,21500530
1610612765,21500528
1610612738,21500528
1610612753,21500526
1610612754,21500526
1610612757,21500535
1610612746,21500535
1610612763,21500534
1610612760,21500534
1610612748,21500525
1610612752,21500525
1610612761,21500529
1610612751,21500529
1610612762,21500532
1610612759,21500532
1610612755,21500536
1610612737,21500536
1610612738,21500537
1610612741,21500537
1610612747,21500539
1610612758,21500539
1610612762,21500538
1610612745,21500538
1610612739,21500543
1610612750,21500543
1610612749,21500545
1610612742,21500545
1610612743,21500542
1610612763,21500542
1610612744,21500548
1610612757,21500548
1610612754,21500544
1610612740,21500544
1610612748,21500547
1610612756,21500547
1610612752,21500546
1610612759,21500546
1610612747,21500549
1610612760,21500549
1610612751,21500541
1610612753,21500541
1610612764,21500540
1610612761,21500540
1610612765,21500553
1610612751,21500553
1610612746,21500550
1610612766,21500550
1610612737,21500551
1610612741,21500551
1610612758,21500556
1610612744,21500556
1610612748,21500555
1610612762,21500555
1610612761,21500554
1610612755,21500554
1610612753,21500552
1610612764,21500552
1610612738,21500560
1610612763,21500560
1610612766,21500563
1610612743,21500563
1610612739,21500559
1610612755,21500559
1610612750,21500557
1610612742,21500557
1610612754,21500561
1610612745,21500561
1610612752,21500562
1610612749,21500562
1610612746,21500558
1610612740,21500558
1610612757,21500564
1610612760,21500564
1610612762,21500565
1610612747,21500565
1610612748,21500568
1610612744,21500568
1610612751,21500566
1610612759,21500566
1610612741,21500567
1610612764,21500567
1610612752,21500571
1610612738,21500571
1610612749,21500573
1610612741,21500573
1610612739,21500575
1610612742,21500575
1610612763,21500572
1610612745,21500572
1610612740,21500576
1610612747,21500576
1610612760,21500574
1610612750,21500574
1610612756,21500569
1610612754,21500569
1610612765,21500570
1610612759,21500570
1610612766,21500577
1610612737,21500577
1610612760,21500582
1610612742,21500582
1610612743,21500583
1610612744,21500583
1610612754,21500580
1610612738,21500580
1610612746,21500586
1610612748,21500586
1610612749,21500578
1610612764,21500578
1610612745,21500581
1610612750,21500581
1610612758,21500585
1610612740,21500585
1610612751,21500579
1610612752,21500579
1610612757,21500584
1610612762,21500584
1610612744,21500592
1610612747,21500592
1610612758,21500591
1610612762,21500591
1610612737,21500599
1610612749,21500599
1610612766,21500598
1610612740,21500598
1610612745,21500601
1610612739,21500601
1610612741,21500597
1610612742,21500597
1610612743,21500600
1610612748,21500600
1610612750,21500594
1610612760,21500594
1610612756,21500595
1610612738,21500595
1610612757,21500596
1610612751,21500596
1610612764,21500593
1610612754,21500593
1610612761,21500621
1610612751,21500621
1610612738,21500623
1610612742,21500623
1610612741,21500619
1610612765,21500619
1610612739,21500622
1610612744,21500622
1610612746,21500624
1610612745,21500624
1610612763,21500618
1610612740,21500618
1610612753,21500620
1610612737,21500620
1610612755,21500615
1610612752,21500615
1610612757,21500617
1610612764,21500617
1610612766,21500616
1610612762,21500616
1610612756,21500628
1610612754,21500628
1610612749,21500625
1610612748,21500625
1610612750,21500626
1610612740,21500626
1610612743,21500627
1610612760,21500627
1610612757,21500639
1610612737,21500639
1610612737,21500001
1610612765,21500001
1610612744,21500003
1610612740,21500003
1610612763,21500011
1610612739,21500011
1610612743,21500010
1610612745,21500010
1610612754,21500009
1610612761,21500009
1610612746,21500016
1610612758,21500016
1610612750,21500017
1610612747,21500017
1610612740,21500015
1610612757,21500015
1610612749,21500012
1610612752,21500012
1610612738,21500005
1610612755,21500005
1610612759,21500013
1610612760,21500013
1610612765,21500007
1610612762,21500007
1610612764,21500004
1610612753,21500004
1610612752,21500019
1610612737,21500019
1610612742,21500020
1610612746,21500020
1610612754,21500018
1610612763,21500018
1610612759,21500028
1610612751,21500028
1610612737,21500026
1610612766,21500026
1610612741,21500025
1610612765,21500025
1610612747,21500031
1610612758,21500031
1610612739,21500021
1610612748,21500021
1610612750,21500029
1610612743,21500029
1610612753,21500022
1610612760,21500022
1610612757,21500032
1610612756,21500032
1610612761,21500024
1610612738,21500024
1610612755,21500023
1610612762,21500023
1610612764,21500027
1610612749,21500027
1610612763,21500036
1610612751,21500036
1610612744,21500035
1610612740,21500035
1610612764,21500034
1610612752,21500034
1610612756,21500037
1610612757,21500037
1610612746,21500038
1610612758,21500038
1610612754,21500033
1610612762,21500033
1610612737,21500039
1610612766,21500039
1610612742,21500045
1610612747,21500045
1610612760,21500044
1610612743,21500044
1610612748,21500041
1610612745,21500041
1610612749,21500042
1610612761,21500042
1610612741,21500043
1610612753,21500043
1610612759,21500040
1610612738,21500040
1610612755,21500046
1610612739,21500046
1610612744,21500051
1610612763,21500051
1610612749,21500047
1610612751,21500047
1610612760,21500049
1610612745,21500049
1610612756,21500052
1610612746,21500052
1610612750,21500050
1610612757,21500050
1610612752,21500048
1610612759,21500048
1610612748,21500055
1610612737,21500055
1610612741,21500053
1610612766,21500053
1610612743,21500059
1610612747,21500059
1610612754,21500054
1610612765,21500054
1610612758,21500058
1610612763,21500058
1610612753,21500056
1610612740,21500056
1610612742,21500057
1610612761,21500057
1610612751,21500062
1610612737,21500062
1610612754,21500060
1610612738,21500060
1610612744,21500069
1610612746,21500069
1610612739,21500063
1610612752,21500063
1610612753,21500064
1610612745,21500064
1610612749,21500065
1610612755,21500065
1610612757,21500068
1610612762,21500068
1610612756,21500067
1610612758,21500067
1610612759,21500061
1610612764,21500061
1610612761,21500066
1610612760,21500066
1610612766,21500072
1610612742,21500072
1610612763,21500074
1610612757,21500074
1610612748,21500071
1610612750,21500071
1610612760,21500070
1610612741,21500070
1610612743,21500073
1610612762,21500073
1610612737,21500081
1610612740,21500081
1610612743,21500083
1610612744,21500083
1610612765,21500082
1610612756,21500082
1610612758,21500084
1610612745,21500084
1610612747,21500077
1610612751,21500077
1610612748,21500080
1610612754,21500080
1610612749,21500079
1610612752,21500079
1610612739,21500078
1610612755,21500078
