,effectiveness,T1,T2,shot_attempt,score,2_or_3_point,ID1,ID2,team_id,game_id,quarter,score_binary,attempt_binary
"(16149,)",1.0,42.0,35.0,3.0,0.0,3.0,2592.0,2544.0,1610612739.0,21500046,3,0,1
"(16151,)",0.0,0.0,0.0,2.0,2.0,2.0,203521.0,-1.0,1610612739.0,21500046,4,1,1
"(16153,)",0.0,90.0,0.0,2.0,0.0,2.0,2544.0,2210.0,1610612739.0,21500046,4,0,1
"(16155,)",1.0,0.0,0.0,2.0,0.0,2.0,2544.0,-1.0,1610612739.0,21500046,4,0,1
"(16164,)",1.0,86.0,76.0,0.0,0.0,2.0,202389.0,2592.0,1610612739.0,21500046,4,0,0
"(16166,)",1.0,53.0,0.0,3.0,0.0,3.0,203925.0,203521.0,1610612739.0,21500046,4,0,1
"(16170,)",0.0,17.0,0.0,2.0,2.0,2.0,203521.0,203925.0,1610612739.0,21500046,4,1,1
"(17488,)",0.0,45.0,0.0,2.0,0.0,2.0,2544.0,2590.0,1610612739.0,21500063,1,0,1
"(17489,)",1.0,99.0,63.0,2.0,0.0,2.0,202389.0,201567.0,1610612739.0,21500063,1,0,1
"(17496,)",0.0,129.0,63.0,3.0,0.0,3.0,2210.0,2544.0,1610612739.0,21500063,1,0,1
"(17498,)",0.0,45.0,22.0,3.0,0.0,2.0,2544.0,202389.0,1610612739.0,21500063,1,0,1
"(17499,)",0.0,61.0,13.0,3.0,0.0,3.0,2590.0,2544.0,1610612739.0,21500063,1,0,1
"(17501,)",0.0,0.0,0.0,2.0,0.0,2.0,2590.0,-1.0,1610612739.0,21500063,1,0,1
"(17503,)",0.0,90.0,48.0,3.0,0.0,3.0,2544.0,203521.0,1610612739.0,21500063,1,0,1
"(17508,)",0.0,124.0,82.0,3.0,0.0,3.0,2592.0,2590.0,1610612739.0,21500063,1,0,1
"(17510,)",1.0,86.0,65.0,0.0,0.0,2.0,202684.0,2760.0,1610612739.0,21500063,2,0,0
"(17513,)",0.0,17.0,0.0,2.0,2.0,2.0,201567.0,2210.0,1610612739.0,21500063,2,1,1
"(17516,)",1.0,86.0,43.0,2.0,0.0,2.0,202389.0,203521.0,1610612739.0,21500063,2,0,1
"(17519,)",0.0,0.0,0.0,2.0,0.0,2.0,2590.0,-1.0,1610612739.0,21500063,2,0,1
"(17520,)",0.0,0.0,0.0,2.0,0.0,2.0,2590.0,-1.0,1610612739.0,21500063,2,0,1
"(17521,)",1.0,75.0,47.0,3.0,0.0,3.0,2210.0,203521.0,1610612739.0,21500063,2,0,1
"(17523,)",1.0,59.0,44.0,2.0,2.0,2.0,2544.0,2210.0,1610612739.0,21500063,3,1,1
"(17530,)",0.0,84.0,22.0,0.0,0.0,2.0,201577.0,204038.0,1610612739.0,21500063,3,0,0
"(17531,)",0.0,94.0,87.0,2.0,2.0,2.0,2590.0,202389.0,1610612739.0,21500063,3,1,1
"(17532,)",0.0,55.0,47.0,2.0,2.0,2.0,2590.0,202389.0,1610612739.0,21500063,3,1,1
"(17534,)",1.0,77.0,49.0,3.0,0.0,3.0,1626170.0,202498.0,1610612739.0,21500063,3,0,1
"(17541,)",0.0,24.0,4.0,2.0,0.0,2.0,2592.0,203521.0,1610612739.0,21500063,4,0,1
"(17543,)",1.0,20.0,0.0,2.0,2.0,2.0,202684.0,2590.0,1610612739.0,21500063,4,1,1
"(17547,)",0.0,47.0,0.0,3.0,0.0,2.0,2546.0,101181.0,1610612739.0,21500063,4,0,1
"(17549,)",0.0,31.0,19.0,2.0,2.0,2.0,203124.0,101181.0,1610612739.0,21500063,4,1,1
"(17551,)",0.0,0.0,0.0,3.0,3.0,3.0,2544.0,-1.0,1610612739.0,21500063,4,1,1
"(17554,)",0.0,54.0,37.0,2.0,0.0,2.0,2590.0,203521.0,1610612739.0,21500063,4,0,1
"(17558,)",0.0,44.0,0.0,2.0,0.0,2.0,204001.0,101181.0,1610612739.0,21500063,4,0,1
"(19032,)",0.0,49.0,1.0,3.0,3.0,3.0,201567.0,2544.0,1610612739.0,21500078,1,1,1
"(19033,)",0.0,42.0,0.0,3.0,3.0,3.0,201567.0,2544.0,1610612739.0,21500078,1,1,1
"(19034,)",0.0,0.0,0.0,0.0,0.0,2.0,204456.0,-1.0,1610612739.0,21500078,1,0,0
"(19035,)",1.0,124.0,98.0,2.0,2.0,3.0,201567.0,2544.0,1610612739.0,21500078,1,1,1
"(19039,)",0.0,0.0,0.0,2.0,2.0,2.0,2590.0,-1.0,1610612739.0,21500078,1,1,1
"(19040,)",1.0,25.0,20.0,2.0,2.0,2.0,2590.0,201567.0,1610612739.0,21500078,1,1,1
"(19041,)",1.0,49.0,42.0,0.0,0.0,2.0,203099.0,202389.0,1610612739.0,21500078,1,0,0
"(19042,)",1.0,46.0,0.0,2.0,2.0,2.0,202389.0,2590.0,1610612739.0,21500078,1,1,1
"(19043,)",0.0,40.0,0.0,2.0,0.0,2.0,2544.0,2590.0,1610612739.0,21500078,1,0,1
"(19046,)",0.0,70.0,31.0,0.0,0.0,3.0,1626158.0,203515.0,1610612739.0,21500078,1,0,0
"(19047,)",1.0,65.0,0.0,3.0,0.0,3.0,203138.0,203515.0,1610612739.0,21500078,1,0,1
"(19048,)",1.0,0.0,0.0,2.0,0.0,2.0,2544.0,-1.0,1610612739.0,21500078,1,0,1
"(19049,)",1.0,53.0,41.0,3.0,0.0,3.0,203138.0,203924.0,1610612739.0,21500078,1,0,1
"(19051,)",1.0,67.0,56.0,2.0,2.0,2.0,2210.0,2592.0,1610612739.0,21500078,2,1,1
"(19055,)",0.0,42.0,29.0,2.0,0.0,2.0,2544.0,201567.0,1610612739.0,21500078,2,0,1
"(19057,)",1.0,9.0,0.0,2.0,2.0,2.0,2544.0,201567.0,1610612739.0,21500078,2,1,1
"(19060,)",1.0,85.0,0.0,2.0,2.0,2.0,202389.0,2590.0,1610612739.0,21500078,2,1,1
"(19063,)",1.0,119.0,109.0,0.0,0.0,2.0,203521.0,2544.0,1610612739.0,21500078,2,0,0
"(19065,)",1.0,48.0,0.0,2.0,2.0,2.0,2590.0,2210.0,1610612739.0,21500078,2,1,1
"(19070,)",0.0,75.0,54.0,3.0,3.0,3.0,2544.0,201567.0,1610612739.0,21500078,3,1,1
"(19072,)",0.0,76.0,47.0,2.0,2.0,2.0,2590.0,202684.0,1610612739.0,21500078,3,1,1
"(19075,)",1.0,83.0,63.0,2.0,2.0,3.0,203521.0,2592.0,1610612739.0,21500078,3,1,1
"(19076,)",0.0,62.0,0.0,2.0,0.0,2.0,203521.0,2590.0,1610612739.0,21500078,3,0,1
"(19079,)",0.0,0.0,0.0,2.0,0.0,2.0,2590.0,-1.0,1610612739.0,21500078,3,0,1
"(19080,)",1.0,44.0,0.0,2.0,2.0,2.0,2210.0,2590.0,1610612739.0,21500078,3,1,1
"(19082,)",0.0,94.0,84.0,2.0,0.0,2.0,2544.0,2592.0,1610612739.0,21500078,4,0,1
"(19084,)",1.0,0.0,0.0,2.0,0.0,2.0,2544.0,-1.0,1610612739.0,21500078,4,0,1
"(19085,)",0.0,143.0,98.0,0.0,0.0,2.0,201567.0,2210.0,1610612739.0,21500078,4,0,0
"(19087,)",1.0,170.0,81.0,3.0,3.0,3.0,203521.0,201567.0,1610612739.0,21500078,4,1,1
"(19089,)",0.0,73.0,0.0,3.0,0.0,3.0,201567.0,2544.0,1610612739.0,21500078,4,0,1
"(19091,)",1.0,57.0,33.0,3.0,3.0,3.0,2210.0,203521.0,1610612739.0,21500078,4,1,1
"(19092,)",0.0,51.0,42.0,0.0,0.0,3.0,203521.0,2210.0,1610612739.0,21500078,4,0,0
"(19094,)",1.0,131.0,29.0,2.0,2.0,2.0,202684.0,2590.0,1610612739.0,21500078,4,1,1
"(19095,)",1.0,92.0,75.0,2.0,2.0,2.0,2590.0,203099.0,1610612739.0,21500078,4,1,1
"(19096,)",0.0,0.0,0.0,3.0,0.0,3.0,2590.0,-1.0,1610612739.0,21500078,4,0,1
"(20034,)",1.0,139.0,118.0,3.0,0.0,3.0,201567.0,2544.0,1610612739.0,21500094,1,0,1
"(20036,)",1.0,126.0,116.0,2.0,2.0,2.0,202389.0,201567.0,1610612739.0,21500094,1,1,1
"(20043,)",1.0,0.0,0.0,2.0,0.0,2.0,2544.0,-1.0,1610612739.0,21500094,1,0,1
"(20045,)",1.0,0.0,0.0,3.0,0.0,3.0,2590.0,-1.0,1610612739.0,21500094,1,0,1
"(20046,)",1.0,34.0,22.0,2.0,2.0,2.0,202684.0,203521.0,1610612739.0,21500094,1,1,1
"(20051,)",1.0,54.0,7.0,3.0,0.0,2.0,203521.0,2544.0,1610612739.0,21500094,1,0,1
"(20055,)",1.0,107.0,70.0,3.0,3.0,3.0,203099.0,203521.0,1610612739.0,21500094,1,1,1
"(20056,)",0.0,0.0,0.0,2.0,0.0,2.0,101145.0,-1.0,1610612739.0,21500094,1,0,1
"(20057,)",1.0,64.0,0.0,3.0,0.0,3.0,203099.0,203521.0,1610612739.0,21500094,2,0,1
"(20061,)",1.0,54.0,0.0,3.0,3.0,3.0,202389.0,203521.0,1610612739.0,21500094,2,1,1
"(20064,)",1.0,0.0,0.0,0.0,0.0,3.0,201588.0,-1.0,1610612739.0,21500094,2,0,0
"(20065,)",0.0,26.0,8.0,2.0,0.0,2.0,2544.0,201567.0,1610612739.0,21500094,2,0,1
"(20068,)",0.0,43.0,13.0,2.0,0.0,2.0,2590.0,202389.0,1610612739.0,21500094,2,0,1
"(20069,)",1.0,92.0,75.0,2.0,2.0,2.0,201588.0,202730.0,1610612739.0,21500094,2,1,1
"(20070,)",1.0,107.0,13.0,0.0,0.0,2.0,201567.0,2590.0,1610612739.0,21500094,2,0,0
"(20073,)",1.0,98.0,27.0,3.0,0.0,3.0,202684.0,2590.0,1610612739.0,21500094,2,0,1
"(20076,)",0.0,144.0,133.0,0.0,0.0,2.0,201567.0,202684.0,1610612739.0,21500094,2,0,0
"(20078,)",1.0,66.0,0.0,3.0,3.0,3.0,203521.0,2590.0,1610612739.0,21500094,2,1,1
"(20079,)",1.0,133.0,112.0,2.0,2.0,2.0,202684.0,203521.0,1610612739.0,21500094,2,1,1
"(20080,)",0.0,4.0,0.0,2.0,2.0,2.0,2544.0,-1.0,1610612739.0,21500094,2,1,1
"(20084,)",1.0,130.0,97.0,2.0,0.0,2.0,2590.0,201567.0,1610612739.0,21500094,3,0,1
"(20085,)",0.0,20.0,0.0,2.0,2.0,2.0,202389.0,2590.0,1610612739.0,21500094,3,1,1
"(20090,)",0.0,42.0,0.0,2.0,2.0,2.0,2544.0,2590.0,1610612739.0,21500094,3,1,1
"(20093,)",1.0,48.0,0.0,2.0,2.0,2.0,201567.0,2590.0,1610612739.0,21500094,3,1,1
"(20099,)",1.0,77.0,46.0,0.0,0.0,2.0,2544.0,201567.0,1610612739.0,21500094,3,0,0
"(20101,)",0.0,37.0,31.0,2.0,2.0,2.0,2544.0,203521.0,1610612739.0,21500094,3,1,1
"(20102,)",0.0,0.0,0.0,2.0,0.0,2.0,203521.0,-1.0,1610612739.0,21500094,3,0,1
"(20103,)",1.0,91.0,0.0,3.0,0.0,3.0,202389.0,2544.0,1610612739.0,21500094,3,0,1
"(20107,)",0.0,79.0,66.0,3.0,0.0,3.0,2210.0,202684.0,1610612739.0,21500094,4,0,1
"(20109,)",1.0,82.0,73.0,2.0,0.0,2.0,2210.0,201567.0,1610612739.0,21500094,4,0,1
"(20110,)",0.0,71.0,0.0,2.0,0.0,2.0,202730.0,201588.0,1610612739.0,21500094,4,0,1
"(20113,)",1.0,19.0,0.0,2.0,2.0,2.0,202331.0,201588.0,1610612739.0,21500094,4,1,1
"(20114,)",1.0,30.0,0.0,3.0,0.0,3.0,202684.0,2590.0,1610612739.0,21500094,4,0,1
"(20115,)",1.0,59.0,54.0,2.0,0.0,2.0,2210.0,202684.0,1610612739.0,21500094,4,0,1
"(20117,)",1.0,70.0,0.0,2.0,2.0,2.0,2590.0,2590.0,1610612739.0,21500094,4,1,1
"(20119,)",1.0,155.0,144.0,3.0,0.0,3.0,2210.0,203521.0,1610612739.0,21500094,4,0,1
"(20121,)",0.0,52.0,0.0,0.0,0.0,3.0,2210.0,2590.0,1610612739.0,21500094,4,0,0
"(20122,)",0.0,81.0,73.0,2.0,0.0,2.0,2590.0,202684.0,1610612739.0,21500094,4,0,1
"(20124,)",1.0,59.0,29.0,2.0,2.0,2.0,201567.0,2544.0,1610612739.0,21500094,4,1,1
"(20125,)",0.0,152.0,138.0,3.0,0.0,3.0,2544.0,201567.0,1610612739.0,21500094,4,0,1
"(20127,)",1.0,121.0,105.0,2.0,2.0,2.0,201567.0,2544.0,1610612739.0,21500094,4,1,1
"(21545,)",0.0,56.0,17.0,3.0,3.0,3.0,2590.0,2747.0,1610612739.0,21500106,1,1,1
"(21547,)",1.0,75.0,0.0,2.0,0.0,2.0,201567.0,2590.0,1610612739.0,21500106,1,0,1
"(21549,)",1.0,52.0,15.0,2.0,2.0,2.0,201567.0,202389.0,1610612739.0,21500106,1,1,1
"(21553,)",0.0,63.0,60.0,2.0,2.0,2.0,2590.0,202389.0,1610612739.0,21500106,1,1,1
"(21554,)",1.0,38.0,0.0,0.0,0.0,2.0,201567.0,2590.0,1610612739.0,21500106,1,0,0
"(21556,)",1.0,63.0,32.0,3.0,3.0,3.0,201567.0,2544.0,1610612739.0,21500106,1,1,1
"(21557,)",0.0,66.0,49.0,0.0,0.0,2.0,201567.0,2590.0,1610612739.0,21500106,1,0,0
"(21558,)",0.0,49.0,29.0,2.0,2.0,2.0,203521.0,2544.0,1610612739.0,21500106,1,1,1
"(21560,)",0.0,0.0,0.0,2.0,2.0,2.0,2590.0,-1.0,1610612739.0,21500106,1,1,1
"(21562,)",1.0,59.0,25.0,2.0,2.0,2.0,2760.0,203521.0,1610612739.0,21500106,1,1,1
"(21563,)",0.0,32.0,0.0,2.0,0.0,2.0,2760.0,203521.0,1610612739.0,21500106,1,0,1
"(21567,)",1.0,106.0,85.0,2.0,0.0,2.0,2760.0,203521.0,1610612739.0,21500106,2,0,1
"(21568,)",1.0,96.0,75.0,2.0,0.0,2.0,2760.0,203521.0,1610612739.0,21500106,2,0,1
"(21577,)",0.0,112.0,83.0,0.0,0.0,2.0,201567.0,2544.0,1610612739.0,21500106,2,0,0
"(21578,)",1.0,47.0,15.0,3.0,3.0,3.0,201567.0,2590.0,1610612739.0,21500106,2,1,1
"(21579,)",1.0,32.0,0.0,3.0,3.0,3.0,201567.0,2590.0,1610612739.0,21500106,2,1,1
"(21580,)",0.0,64.0,43.0,0.0,0.0,3.0,201567.0,2747.0,1610612739.0,21500106,2,0,0
"(21583,)",1.0,155.0,79.0,3.0,0.0,3.0,201567.0,2590.0,1610612739.0,21500106,2,0,1
"(21584,)",1.0,52.0,3.0,3.0,3.0,3.0,2590.0,202389.0,1610612739.0,21500106,2,1,1
"(21585,)",1.0,37.0,3.0,3.0,3.0,3.0,202692.0,203497.0,1610612739.0,21500106,2,1,1
"(21587,)",0.0,45.0,0.0,2.0,2.0,2.0,202324.0,203918.0,1610612739.0,21500106,2,1,1
"(21588,)",0.0,43.0,0.0,3.0,0.0,3.0,2544.0,2590.0,1610612739.0,21500106,2,0,1
"(21589,)",1.0,0.0,0.0,2.0,0.0,2.0,2544.0,-1.0,1610612739.0,21500106,2,0,1
"(21593,)",0.0,30.0,0.0,2.0,0.0,2.0,2544.0,2590.0,1610612739.0,21500106,3,0,1
"(21595,)",1.0,0.0,0.0,2.0,2.0,2.0,2544.0,-1.0,1610612739.0,21500106,3,1,1
"(21597,)",1.0,91.0,81.0,2.0,2.0,2.0,2544.0,2590.0,1610612739.0,21500106,3,1,1
"(21600,)",0.0,47.0,15.0,2.0,2.0,2.0,203521.0,2544.0,1610612739.0,21500106,3,1,1
"(21601,)",1.0,107.0,65.0,0.0,0.0,3.0,203497.0,202330.0,1610612739.0,21500106,3,0,0
"(21605,)",1.0,53.0,42.0,3.0,0.0,3.0,203504.0,202330.0,1610612739.0,21500106,3,0,1
"(21606,)",0.0,44.0,11.0,2.0,0.0,3.0,201567.0,2590.0,1610612739.0,21500106,3,0,1
"(21608,)",1.0,47.0,0.0,0.0,0.0,2.0,2590.0,203521.0,1610612739.0,21500106,3,0,0
"(21610,)",0.0,89.0,82.0,3.0,0.0,3.0,2210.0,2592.0,1610612739.0,21500106,3,0,1
"(21612,)",0.0,0.0,0.0,2.0,0.0,2.0,203521.0,-1.0,1610612739.0,21500106,4,0,1
"(21613,)",0.0,0.0,0.0,2.0,0.0,2.0,203521.0,-1.0,1610612739.0,21500106,4,0,1
"(21614,)",0.0,28.0,0.0,2.0,0.0,2.0,2747.0,203521.0,1610612739.0,21500106,4,0,1
"(21617,)",0.0,27.0,16.0,2.0,0.0,2.0,2544.0,201567.0,1610612739.0,21500106,4,0,1
"(21623,)",1.0,0.0,0.0,2.0,0.0,2.0,202330.0,-1.0,1610612739.0,21500106,4,0,1
"(21627,)",1.0,67.0,0.0,2.0,2.0,2.0,2544.0,2590.0,1610612739.0,21500106,4,1,1
"(21629,)",0.0,11.0,0.0,0.0,0.0,3.0,203497.0,203918.0,1610612739.0,21500106,4,0,0
"(23165,)",0.0,113.0,68.0,3.0,3.0,3.0,2747.0,201567.0,1610612739.0,21500130,1,1,1
"(23166,)",0.0,106.0,53.0,3.0,3.0,3.0,2747.0,201567.0,1610612739.0,21500130,1,1,1
"(23167,)",1.0,83.0,57.0,3.0,0.0,3.0,2544.0,201567.0,1610612739.0,21500130,1,0,1
"(23171,)",0.0,0.0,0.0,0.0,0.0,2.0,2590.0,-1.0,1610612739.0,21500130,1,0,0
"(23173,)",0.0,59.0,22.0,0.0,0.0,2.0,201567.0,202389.0,1610612739.0,21500130,1,0,0
"(23174,)",0.0,138.0,123.0,2.0,0.0,2.0,201577.0,204001.0,1610612739.0,21500130,1,0,1
"(23181,)",0.0,127.0,120.0,3.0,0.0,3.0,2592.0,203521.0,1610612739.0,21500130,1,0,1
"(23182,)",0.0,194.0,119.0,2.0,0.0,2.0,203521.0,2544.0,1610612739.0,21500130,1,0,1
"(23183,)",1.0,46.0,0.0,2.0,2.0,3.0,2544.0,203521.0,1610612739.0,21500130,1,1,1
"(23185,)",1.0,6.0,0.0,2.0,0.0,2.0,2544.0,203521.0,1610612739.0,21500130,1,0,1
"(23188,)",0.0,37.0,0.0,0.0,0.0,3.0,2544.0,203521.0,1610612739.0,21500130,2,0,0
"(23189,)",1.0,84.0,60.0,3.0,3.0,3.0,203521.0,2544.0,1610612739.0,21500130,2,1,1
"(23191,)",0.0,32.0,12.0,2.0,2.0,3.0,201567.0,203521.0,1610612739.0,21500130,2,1,1
"(23195,)",0.0,61.0,24.0,3.0,0.0,2.0,201567.0,2590.0,1610612739.0,21500130,2,0,1
"(23196,)",1.0,27.0,0.0,3.0,0.0,3.0,2590.0,2544.0,1610612739.0,21500130,2,0,1
"(23198,)",1.0,44.0,0.0,3.0,0.0,3.0,201567.0,2590.0,1610612739.0,21500130,2,0,1
"(23200,)",0.0,0.0,0.0,2.0,2.0,2.0,2590.0,-1.0,1610612739.0,21500130,2,1,1
"(23201,)",0.0,129.0,117.0,2.0,2.0,2.0,204001.0,2546.0,1610612739.0,21500130,2,1,1
"(23204,)",0.0,63.0,54.0,3.0,0.0,3.0,2747.0,202389.0,1610612739.0,21500130,2,0,1
"(23205,)",1.0,0.0,0.0,2.0,2.0,2.0,2747.0,-1.0,1610612739.0,21500130,2,1,1
"(23209,)",0.0,99.0,0.0,2.0,0.0,2.0,2590.0,2544.0,1610612739.0,21500130,2,0,1
"(23212,)",1.0,157.0,116.0,3.0,3.0,3.0,2590.0,2544.0,1610612739.0,21500130,3,1,1
"(23213,)",1.0,63.0,0.0,2.0,2.0,2.0,2544.0,2590.0,1610612739.0,21500130,3,1,1
"(23215,)",1.0,81.0,66.0,0.0,0.0,2.0,201567.0,202389.0,1610612739.0,21500130,3,0,0
"(23216,)",0.0,102.0,78.0,3.0,0.0,3.0,2747.0,2590.0,1610612739.0,21500130,3,0,1
"(23218,)",1.0,0.0,0.0,2.0,2.0,2.0,201567.0,-1.0,1610612739.0,21500130,3,1,1
"(23219,)",0.0,63.0,58.0,3.0,0.0,3.0,2546.0,201167.0,1610612739.0,21500130,3,0,1
"(23220,)",1.0,79.0,69.0,2.0,2.0,2.0,2544.0,2747.0,1610612739.0,21500130,3,1,1
"(23222,)",1.0,29.0,0.0,0.0,0.0,2.0,201567.0,2590.0,1610612739.0,21500130,3,0,0
"(23224,)",0.0,40.0,29.0,2.0,2.0,2.0,2590.0,2210.0,1610612739.0,21500130,3,1,1
"(23225,)",0.0,51.0,34.0,3.0,0.0,3.0,2590.0,202389.0,1610612739.0,21500130,3,0,1
"(23226,)",0.0,41.0,24.0,3.0,0.0,3.0,2590.0,202389.0,1610612739.0,21500130,3,0,1
"(23227,)",0.0,23.0,0.0,2.0,2.0,2.0,202684.0,2590.0,1610612739.0,21500130,3,1,1
"(23231,)",0.0,93.0,28.0,2.0,0.0,2.0,2544.0,202684.0,1610612739.0,21500130,3,0,1
"(23232,)",0.0,40.0,0.0,2.0,0.0,2.0,2544.0,203521.0,1610612739.0,21500130,3,0,1
"(23235,)",0.0,135.0,65.0,2.0,2.0,2.0,204038.0,1626170.0,1610612739.0,21500130,3,1,1
"(23236,)",0.0,168.0,40.0,3.0,0.0,3.0,2210.0,2544.0,1610612739.0,21500130,4,0,1
"(23239,)",0.0,104.0,89.0,2.0,0.0,2.0,201567.0,203521.0,1610612739.0,21500130,4,0,1
"(23241,)",1.0,1.0,0.0,2.0,0.0,2.0,2544.0,-1.0,1610612739.0,21500130,4,0,1
"(23243,)",1.0,168.0,102.0,3.0,0.0,3.0,203521.0,2544.0,1610612739.0,21500130,4,0,1
"(23249,)",1.0,94.0,65.0,3.0,0.0,3.0,203521.0,201567.0,1610612739.0,21500130,4,0,1
"(23251,)",1.0,138.0,96.0,0.0,0.0,2.0,2544.0,203521.0,1610612739.0,21500130,4,0,0
"(23956,)",1.0,110.0,48.0,2.0,0.0,2.0,202389.0,201567.0,1610612739.0,21500141,1,0,1
"(23963,)",1.0,26.0,7.0,0.0,0.0,2.0,201567.0,2747.0,1610612739.0,21500141,1,0,0
"(23965,)",1.0,46.0,5.0,2.0,2.0,2.0,201567.0,2210.0,1610612739.0,21500141,1,1,1
"(23966,)",0.0,57.0,25.0,2.0,2.0,2.0,201567.0,2747.0,1610612739.0,21500141,1,1,1
"(23967,)",1.0,29.0,0.0,2.0,0.0,2.0,202328.0,203487.0,1610612739.0,21500141,1,0,1
"(23969,)",1.0,28.0,0.0,2.0,0.0,2.0,201567.0,203521.0,1610612739.0,21500141,1,0,1
"(23970,)",1.0,53.0,47.0,3.0,3.0,3.0,201567.0,2747.0,1610612739.0,21500141,1,1,1
"(23975,)",1.0,147.0,111.0,2.0,2.0,2.0,202684.0,203521.0,1610612739.0,21500141,2,1,1
"(23976,)",0.0,43.0,0.0,2.0,2.0,2.0,2544.0,203521.0,1610612739.0,21500141,2,1,1
"(23977,)",0.0,35.0,0.0,2.0,2.0,2.0,2544.0,203521.0,1610612739.0,21500141,2,1,1
"(23982,)",1.0,115.0,73.0,0.0,0.0,3.0,201567.0,203521.0,1610612739.0,21500141,2,0,0
"(23989,)",1.0,69.0,55.0,2.0,0.0,2.0,203507.0,201573.0,1610612739.0,21500141,2,0,1
"(23993,)",0.0,48.0,31.0,2.0,2.0,2.0,203487.0,203953.0,1610612739.0,21500141,3,1,1
"(23997,)",1.0,79.0,68.0,3.0,0.0,3.0,2590.0,2747.0,1610612739.0,21500141,3,0,1
"(23998,)",0.0,27.0,0.0,2.0,0.0,2.0,2747.0,2544.0,1610612739.0,21500141,3,0,1
"(23999,)",0.0,45.0,0.0,2.0,2.0,2.0,202328.0,-1.0,1610612739.0,21500141,3,1,1
"(24000,)",0.0,102.0,89.0,0.0,0.0,2.0,202684.0,2544.0,1610612739.0,21500141,3,0,0
"(24002,)",0.0,131.0,121.0,3.0,3.0,3.0,2544.0,203521.0,1610612739.0,21500141,3,1,1
"(24006,)",1.0,0.0,0.0,0.0,0.0,2.0,203521.0,-1.0,1610612739.0,21500141,3,0,0
"(24009,)",0.0,24.0,0.0,2.0,0.0,2.0,2747.0,203099.0,1610612739.0,21500141,4,0,1
"(24010,)",1.0,0.0,0.0,0.0,0.0,3.0,203521.0,-1.0,1610612739.0,21500141,4,0,0
"(24012,)",0.0,55.0,31.0,3.0,0.0,3.0,202349.0,203507.0,1610612739.0,21500141,4,0,1
"(24019,)",0.0,119.0,106.0,3.0,0.0,2.0,2747.0,2590.0,1610612739.0,21500141,4,0,1
"(24021,)",0.0,0.0,0.0,3.0,0.0,3.0,2544.0,-1.0,1610612739.0,21500141,4,0,1
"(24023,)",1.0,64.0,0.0,2.0,2.0,2.0,201567.0,2544.0,1610612739.0,21500141,4,1,1
"(24026,)",0.0,0.0,0.0,2.0,2.0,2.0,2590.0,-1.0,1610612739.0,21500141,5,1,1
"(24034,)",1.0,161.0,32.0,0.0,0.0,2.0,201567.0,2544.0,1610612739.0,21500141,6,0,0
"(24036,)",0.0,52.0,11.0,0.0,0.0,2.0,2544.0,2210.0,1610612739.0,21500141,6,0,0
"(25716,)",0.0,25.0,11.0,0.0,0.0,3.0,2544.0,202389.0,1610612739.0,21500160,1,0,0
"(25717,)",0.0,17.0,3.0,0.0,0.0,3.0,2544.0,202389.0,1610612739.0,21500160,1,0,0
"(25720,)",0.0,57.0,0.0,3.0,0.0,3.0,2747.0,2590.0,1610612739.0,21500160,1,0,1
"(25725,)",1.0,30.0,20.0,2.0,2.0,2.0,2544.0,202389.0,1610612739.0,21500160,1,1,1
"(25728,)",1.0,85.0,62.0,0.0,0.0,2.0,202389.0,201567.0,1610612739.0,21500160,1,0,0
"(25729,)",1.0,85.0,62.0,0.0,0.0,2.0,202389.0,201567.0,1610612739.0,21500160,1,0,0
"(25731,)",1.0,45.0,0.0,3.0,3.0,3.0,101141.0,202704.0,1610612739.0,21500160,1,1,1
"(25734,)",1.0,76.0,35.0,2.0,0.0,2.0,202684.0,2544.0,1610612739.0,21500160,1,0,1
"(25735,)",1.0,44.0,19.0,3.0,3.0,3.0,2544.0,203521.0,1610612739.0,21500160,1,1,1
"(25736,)",0.0,60.0,9.0,3.0,0.0,3.0,2592.0,202684.0,1610612739.0,21500160,1,0,1
"(25739,)",1.0,60.0,1.0,2.0,0.0,2.0,203099.0,203521.0,1610612739.0,21500160,2,0,1
"(25743,)",1.0,146.0,124.0,3.0,0.0,3.0,2592.0,203521.0,1610612739.0,21500160,2,0,1
"(25744,)",0.0,39.0,21.0,3.0,3.0,3.0,2544.0,202684.0,1610612739.0,21500160,2,1,1
"(25745,)",0.0,91.0,18.0,2.0,0.0,2.0,2544.0,2210.0,1610612739.0,21500160,2,0,1
"(25748,)",1.0,75.0,65.0,3.0,0.0,3.0,203521.0,202389.0,1610612739.0,21500160,2,0,1
"(25749,)",1.0,49.0,39.0,2.0,0.0,3.0,202389.0,2544.0,1610612739.0,21500160,2,0,1
"(25751,)",0.0,0.0,0.0,2.0,2.0,2.0,2590.0,-1.0,1610612739.0,21500160,2,1,1
"(25753,)",1.0,0.0,0.0,2.0,2.0,2.0,2590.0,-1.0,1610612739.0,21500160,2,1,1
"(25755,)",0.0,6.0,0.0,2.0,0.0,2.0,2544.0,2590.0,1610612739.0,21500160,2,0,1
"(25756,)",0.0,69.0,12.0,2.0,0.0,2.0,202694.0,203083.0,1610612739.0,21500160,2,0,1
"(25758,)",0.0,80.0,0.0,2.0,0.0,2.0,202684.0,2590.0,1610612739.0,21500160,2,0,1
"(25760,)",1.0,121.0,34.0,0.0,0.0,2.0,203083.0,101141.0,1610612739.0,21500160,3,0,0
