,effectiveness,T1,T2,shot_attempt,score,2_or_3_point,ID1,ID2,team_id,game_id,quarter,score_binary,attempt_binary
"(25764,)",1.0,101.0,91.0,2.0,0.0,2.0,2590.0,201567.0,1610612739.0,21500160,3,0,1
"(25769,)",1.0,55.0,21.0,2.0,0.0,2.0,202684.0,2592.0,1610612739.0,21500160,3,0,1
"(25770,)",0.0,39.0,31.0,0.0,0.0,3.0,202704.0,201229.0,1610612739.0,21500160,3,0,0
"(25771,)",0.0,78.0,69.0,3.0,0.0,3.0,2590.0,2592.0,1610612739.0,21500160,3,0,1
"(25774,)",1.0,42.0,0.0,2.0,0.0,2.0,1626169.0,-1.0,1610612739.0,21500160,3,0,1
"(25776,)",0.0,59.0,9.0,2.0,0.0,2.0,2210.0,202684.0,1610612739.0,21500160,3,0,1
"(25777,)",1.0,0.0,0.0,0.0,0.0,3.0,2590.0,-1.0,1610612739.0,21500160,3,0,0
"(25779,)",0.0,83.0,62.0,3.0,0.0,3.0,2210.0,203521.0,1610612739.0,21500160,4,0,1
"(25786,)",1.0,52.0,14.0,2.0,2.0,2.0,203521.0,2210.0,1610612739.0,21500160,4,1,1
"(25788,)",1.0,86.0,51.0,0.0,0.0,2.0,2210.0,201567.0,1610612739.0,21500160,4,0,0
"(25789,)",1.0,47.0,0.0,3.0,0.0,3.0,201567.0,2544.0,1610612739.0,21500160,4,0,1
"(25790,)",0.0,0.0,0.0,2.0,0.0,2.0,2544.0,-1.0,1610612739.0,21500160,4,0,1
"(25792,)",1.0,11.0,0.0,2.0,2.0,2.0,2544.0,2747.0,1610612739.0,21500160,4,1,1
"(25795,)",0.0,25.0,13.0,2.0,2.0,2.0,201567.0,2544.0,1610612739.0,21500160,4,1,1
"(25798,)",1.0,23.0,0.0,0.0,0.0,2.0,2544.0,2590.0,1610612739.0,21500160,4,0,0
"(25799,)",1.0,17.0,0.0,0.0,0.0,2.0,2544.0,2590.0,1610612739.0,21500160,4,0,0
"(25800,)",1.0,81.0,0.0,3.0,0.0,3.0,2590.0,2544.0,1610612739.0,21500160,4,0,1
"(25801,)",1.0,127.0,123.0,3.0,0.0,3.0,201567.0,202389.0,1610612739.0,21500160,4,0,1
"(25803,)",1.0,0.0,0.0,2.0,0.0,2.0,2544.0,-1.0,1610612739.0,21500160,4,0,1
"(25804,)",1.0,0.0,0.0,0.0,0.0,2.0,2544.0,-1.0,1610612739.0,21500160,4,0,0
"(27065,)",0.0,48.0,0.0,0.0,0.0,2.0,203521.0,203521.0,1610612739.0,21500176,1,0,0
"(27071,)",0.0,124.0,93.0,2.0,0.0,2.0,2747.0,2544.0,1610612739.0,21500176,1,0,1
"(27073,)",1.0,0.0,0.0,2.0,2.0,2.0,2544.0,-1.0,1610612739.0,21500176,1,1,1
"(27075,)",1.0,106.0,0.0,3.0,3.0,3.0,2592.0,203099.0,1610612739.0,21500176,1,1,1
"(27079,)",0.0,92.0,63.0,3.0,0.0,3.0,203099.0,2592.0,1610612739.0,21500176,1,0,1
"(27082,)",1.0,90.0,66.0,2.0,2.0,2.0,202684.0,2592.0,1610612739.0,21500176,2,1,1
"(27088,)",1.0,98.0,88.0,3.0,3.0,3.0,201567.0,203521.0,1610612739.0,21500176,2,1,1
"(27090,)",1.0,70.0,17.0,2.0,2.0,2.0,2747.0,202389.0,1610612739.0,21500176,2,1,1
"(27094,)",0.0,88.0,50.0,2.0,0.0,2.0,2544.0,203521.0,1610612739.0,21500176,2,0,1
"(27096,)",1.0,7.0,0.0,0.0,0.0,2.0,202328.0,203114.0,1610612739.0,21500176,3,0,0
"(27097,)",1.0,82.0,47.0,2.0,2.0,2.0,2544.0,201567.0,1610612739.0,21500176,3,1,1
"(27098,)",1.0,105.0,99.0,3.0,3.0,3.0,2747.0,203521.0,1610612739.0,21500176,3,1,1
"(27099,)",1.0,77.0,43.0,0.0,0.0,2.0,201567.0,2544.0,1610612739.0,21500176,3,0,0
"(27100,)",0.0,29.0,9.0,0.0,0.0,3.0,202684.0,203521.0,1610612739.0,21500176,3,0,0
"(27101,)",0.0,127.0,119.0,2.0,2.0,2.0,2544.0,2747.0,1610612739.0,21500176,3,1,1
"(27102,)",1.0,61.0,0.0,2.0,2.0,2.0,202328.0,203487.0,1610612739.0,21500176,3,1,1
"(27104,)",1.0,45.0,0.0,2.0,2.0,2.0,2760.0,203099.0,1610612739.0,21500176,3,1,1
"(27106,)",1.0,110.0,68.0,2.0,2.0,2.0,203099.0,203521.0,1610612739.0,21500176,3,1,1
"(27108,)",1.0,130.0,111.0,2.0,2.0,2.0,2760.0,203099.0,1610612739.0,21500176,3,1,1
"(27115,)",1.0,4.0,0.0,2.0,2.0,2.0,2760.0,-1.0,1610612739.0,21500176,4,1,1
"(27117,)",1.0,127.0,120.0,2.0,2.0,3.0,2747.0,201567.0,1610612739.0,21500176,4,1,1
"(27119,)",0.0,81.0,71.0,0.0,0.0,3.0,203521.0,2544.0,1610612739.0,21500176,4,0,0
"(27120,)",1.0,114.0,105.0,0.0,0.0,3.0,201567.0,2544.0,1610612739.0,21500176,4,0,0
"(28125,)",0.0,36.0,24.0,0.0,0.0,2.0,200794.0,203471.0,1610612739.0,21500191,1,0,0
"(28126,)",1.0,53.0,47.0,2.0,2.0,2.0,201567.0,2544.0,1610612739.0,21500191,1,1,1
"(28129,)",1.0,91.0,83.0,3.0,3.0,3.0,2747.0,201567.0,1610612739.0,21500191,1,1,1
"(28130,)",1.0,85.0,8.0,2.0,2.0,2.0,200757.0,201952.0,1610612739.0,21500191,1,1,1
"(28131,)",1.0,95.0,84.0,2.0,2.0,2.0,201567.0,202684.0,1610612739.0,21500191,1,1,1
"(28133,)",0.0,63.0,59.0,3.0,0.0,2.0,2747.0,202684.0,1610612739.0,21500191,1,0,1
"(28137,)",1.0,88.0,42.0,3.0,3.0,3.0,203099.0,2544.0,1610612739.0,21500191,1,1,1
"(28138,)",0.0,41.0,21.0,2.0,0.0,2.0,2544.0,2747.0,1610612739.0,21500191,1,0,1
"(28141,)",1.0,61.0,52.0,3.0,0.0,3.0,2747.0,2544.0,1610612739.0,21500191,1,0,1
"(28145,)",0.0,63.0,44.0,2.0,2.0,2.0,201567.0,2760.0,1610612739.0,21500191,1,1,1
"(28147,)",0.0,58.0,0.0,3.0,0.0,3.0,2210.0,203521.0,1610612739.0,21500191,2,0,1
"(28148,)",0.0,45.0,31.0,2.0,2.0,2.0,2210.0,2760.0,1610612739.0,21500191,2,1,1
"(28149,)",0.0,62.0,0.0,3.0,3.0,3.0,202684.0,203521.0,1610612739.0,21500191,2,1,1
"(28152,)",0.0,9.0,0.0,3.0,3.0,3.0,2747.0,-1.0,1610612739.0,21500191,2,1,1
"(28154,)",1.0,68.0,0.0,2.0,2.0,3.0,203200.0,201952.0,1610612739.0,21500191,2,1,1
"(28156,)",1.0,64.0,21.0,2.0,2.0,2.0,2210.0,202684.0,1610612739.0,21500191,2,1,1
"(28158,)",0.0,91.0,49.0,3.0,3.0,3.0,2544.0,2747.0,1610612739.0,21500191,2,1,1
"(28161,)",0.0,62.0,12.0,2.0,0.0,2.0,201143.0,200757.0,1610612739.0,21500191,2,0,1
"(28163,)",0.0,30.0,0.0,3.0,3.0,3.0,203521.0,203521.0,1610612739.0,21500191,2,1,1
"(28164,)",1.0,0.0,0.0,2.0,0.0,2.0,2544.0,-1.0,1610612739.0,21500191,2,0,1
"(28165,)",0.0,95.0,48.0,2.0,0.0,2.0,202684.0,201567.0,1610612739.0,21500191,3,0,1
"(28166,)",1.0,81.0,52.0,3.0,3.0,3.0,201567.0,2544.0,1610612739.0,21500191,3,1,1
"(28174,)",1.0,118.0,63.0,2.0,2.0,2.0,201567.0,2747.0,1610612739.0,21500191,3,1,1
"(28176,)",0.0,0.0,0.0,2.0,2.0,2.0,2544.0,-1.0,1610612739.0,21500191,3,1,1
"(28177,)",0.0,67.0,0.0,3.0,0.0,2.0,203099.0,2544.0,1610612739.0,21500191,3,0,1
"(28181,)",0.0,109.0,95.0,2.0,2.0,2.0,203521.0,201567.0,1610612739.0,21500191,4,1,1
"(28182,)",0.0,60.0,45.0,2.0,2.0,2.0,203521.0,201567.0,1610612739.0,21500191,4,1,1
"(28183,)",0.0,31.0,17.0,2.0,2.0,2.0,2544.0,201567.0,1610612739.0,21500191,4,1,1
"(28185,)",1.0,75.0,0.0,3.0,0.0,3.0,201567.0,2544.0,1610612739.0,21500191,4,0,1
"(28187,)",0.0,93.0,80.0,0.0,0.0,2.0,201567.0,2747.0,1610612739.0,21500191,4,0,0
"(28189,)",0.0,106.0,76.0,2.0,2.0,2.0,2747.0,203099.0,1610612739.0,21500191,4,1,1
"(28190,)",0.0,49.0,33.0,2.0,2.0,2.0,2747.0,2210.0,1610612739.0,21500191,4,1,1
"(28193,)",0.0,0.0,0.0,2.0,0.0,2.0,203099.0,-1.0,1610612739.0,21500191,4,0,1
"(29319,)",1.0,147.0,124.0,3.0,3.0,3.0,203521.0,2544.0,1610612739.0,21500203,1,1,1
"(29321,)",0.0,39.0,16.0,3.0,0.0,3.0,201567.0,203521.0,1610612739.0,21500203,1,0,1
"(29323,)",0.0,107.0,74.0,3.0,3.0,3.0,2747.0,203521.0,1610612739.0,21500203,1,1,1
"(29326,)",0.0,58.0,22.0,2.0,0.0,2.0,201567.0,2544.0,1610612739.0,21500203,1,0,1
"(29328,)",0.0,136.0,98.0,2.0,0.0,2.0,2544.0,202684.0,1610612739.0,21500203,1,0,1
"(29334,)",0.0,79.0,52.0,2.0,0.0,2.0,202684.0,201567.0,1610612739.0,21500203,1,0,1
"(29335,)",0.0,90.0,74.0,2.0,2.0,2.0,201567.0,2747.0,1610612739.0,21500203,1,1,1
"(29337,)",0.0,139.0,104.0,0.0,0.0,3.0,202684.0,2210.0,1610612739.0,21500203,1,0,0
"(29340,)",0.0,96.0,75.0,2.0,2.0,2.0,2760.0,2210.0,1610612739.0,21500203,1,1,1
"(29342,)",1.0,65.0,42.0,3.0,0.0,3.0,203099.0,2747.0,1610612739.0,21500203,1,0,1
"(29345,)",1.0,42.0,0.0,3.0,0.0,3.0,2592.0,203521.0,1610612739.0,21500203,2,0,1
"(29347,)",1.0,88.0,48.0,3.0,3.0,3.0,203094.0,203894.0,1610612739.0,21500203,2,1,1
"(29349,)",0.0,26.0,19.0,2.0,2.0,2.0,2592.0,203521.0,1610612739.0,21500203,2,1,1
"(29350,)",1.0,4.0,0.0,2.0,2.0,2.0,201160.0,-1.0,1610612739.0,21500203,2,1,1
"(29351,)",1.0,39.0,22.0,0.0,0.0,2.0,203099.0,2210.0,1610612739.0,21500203,2,0,0
"(29356,)",1.0,44.0,30.0,2.0,2.0,2.0,201567.0,2747.0,1610612739.0,21500203,2,1,1
"(29361,)",1.0,65.0,0.0,3.0,3.0,3.0,201567.0,203521.0,1610612739.0,21500203,2,1,1
"(29363,)",0.0,43.0,33.0,3.0,3.0,3.0,203521.0,201567.0,1610612739.0,21500203,2,1,1
"(29365,)",0.0,23.0,7.0,2.0,0.0,2.0,2544.0,201567.0,1610612739.0,21500203,2,0,1
"(29368,)",1.0,58.0,13.0,2.0,2.0,2.0,2747.0,2544.0,1610612739.0,21500203,2,1,1
"(29372,)",1.0,167.0,149.0,3.0,3.0,3.0,201567.0,2544.0,1610612739.0,21500203,2,1,1
"(29375,)",1.0,139.0,123.0,2.0,2.0,2.0,2544.0,203521.0,1610612739.0,21500203,3,1,1
"(29377,)",1.0,110.0,27.0,3.0,0.0,3.0,2747.0,2544.0,1610612739.0,21500203,3,0,1
"(29378,)",1.0,103.0,93.0,2.0,2.0,2.0,2544.0,2747.0,1610612739.0,21500203,3,1,1
"(29383,)",0.0,60.0,23.0,3.0,3.0,3.0,203521.0,201567.0,1610612739.0,21500203,3,1,1
"(29385,)",1.0,83.0,79.0,3.0,3.0,3.0,203521.0,2747.0,1610612739.0,21500203,3,1,1
"(29387,)",1.0,72.0,53.0,3.0,3.0,3.0,2747.0,2544.0,1610612739.0,21500203,3,1,1
"(29393,)",1.0,123.0,88.0,2.0,0.0,2.0,2210.0,202684.0,1610612739.0,21500203,3,0,1
"(29396,)",1.0,48.0,31.0,2.0,2.0,2.0,2544.0,2210.0,1610612739.0,21500203,4,1,1
"(29401,)",1.0,46.0,0.0,2.0,2.0,2.0,2760.0,2544.0,1610612739.0,21500203,4,1,1
"(29402,)",0.0,65.0,6.0,2.0,0.0,2.0,201160.0,203932.0,1610612739.0,21500203,4,0,1
"(29403,)",0.0,0.0,0.0,2.0,2.0,2.0,203894.0,-1.0,1610612739.0,21500203,4,1,1
"(29405,)",0.0,52.0,34.0,2.0,0.0,2.0,2544.0,2592.0,1610612739.0,21500203,4,0,1
"(29409,)",0.0,0.0,0.0,3.0,0.0,3.0,203894.0,-1.0,1610612739.0,21500203,4,0,1
"(29412,)",1.0,155.0,125.0,3.0,3.0,3.0,2747.0,203099.0,1610612739.0,21500203,4,1,1
"(29413,)",1.0,139.0,131.0,3.0,3.0,3.0,201567.0,203099.0,1610612739.0,21500203,4,1,1
"(29414,)",0.0,0.0,0.0,2.0,2.0,2.0,202684.0,-1.0,1610612739.0,21500203,4,1,1
"(29415,)",1.0,88.0,70.0,2.0,2.0,2.0,203473.0,203932.0,1610612739.0,21500203,4,1,1
"(30413,)",1.0,75.0,23.0,2.0,2.0,2.0,202684.0,2544.0,1610612739.0,21500219,1,1,1
"(30414,)",0.0,21.0,0.0,2.0,2.0,2.0,2747.0,2544.0,1610612739.0,21500219,1,1,1
"(30417,)",0.0,0.0,0.0,0.0,0.0,2.0,203099.0,-1.0,1610612739.0,21500219,1,0,0
"(30418,)",1.0,70.0,50.0,2.0,0.0,2.0,2544.0,2747.0,1610612739.0,21500219,1,0,1
"(30421,)",1.0,97.0,55.0,3.0,0.0,3.0,2544.0,202684.0,1610612739.0,21500219,1,0,1
"(30424,)",0.0,138.0,117.0,2.0,2.0,2.0,2449.0,201942.0,1610612739.0,21500219,1,1,1
"(30425,)",0.0,96.0,84.0,2.0,0.0,2.0,201567.0,2544.0,1610612739.0,21500219,1,0,1
"(30426,)",1.0,159.0,0.0,0.0,0.0,2.0,2590.0,2590.0,1610612739.0,21500219,1,0,0
"(30436,)",1.0,113.0,78.0,2.0,2.0,2.0,2760.0,2590.0,1610612739.0,21500219,1,1,1
"(30437,)",0.0,48.0,36.0,3.0,0.0,3.0,2592.0,2590.0,1610612739.0,21500219,2,0,1
"(30440,)",1.0,46.0,15.0,3.0,0.0,3.0,2590.0,2760.0,1610612739.0,21500219,2,0,1
"(30441,)",1.0,60.0,54.0,2.0,0.0,2.0,2210.0,2590.0,1610612739.0,21500219,2,0,1
"(30444,)",0.0,115.0,92.0,2.0,0.0,2.0,2760.0,2590.0,1610612739.0,21500219,2,0,1
"(30451,)",1.0,81.0,75.0,3.0,0.0,3.0,203099.0,201567.0,1610612739.0,21500219,2,0,1
"(30455,)",1.0,103.0,53.0,3.0,0.0,3.0,201567.0,2544.0,1610612739.0,21500219,2,0,1
"(30457,)",0.0,14.0,0.0,2.0,2.0,2.0,2544.0,2590.0,1610612739.0,21500219,2,1,1
"(30459,)",1.0,21.0,0.0,2.0,0.0,2.0,2544.0,2544.0,1610612739.0,21500219,2,0,1
"(30460,)",0.0,75.0,17.0,2.0,2.0,2.0,2747.0,201567.0,1610612739.0,21500219,3,1,1
"(30461,)",1.0,53.0,28.0,2.0,0.0,2.0,201942.0,2449.0,1610612739.0,21500219,3,0,1
"(30462,)",1.0,158.0,138.0,3.0,0.0,3.0,2544.0,201567.0,1610612739.0,21500219,3,0,1
"(30463,)",0.0,82.0,79.0,2.0,2.0,2.0,2747.0,202684.0,1610612739.0,21500219,3,1,1
"(30465,)",0.0,137.0,90.0,2.0,2.0,2.0,2590.0,2544.0,1610612739.0,21500219,3,1,1
"(30468,)",0.0,25.0,0.0,3.0,3.0,3.0,202684.0,2590.0,1610612739.0,21500219,3,1,1
"(30472,)",0.0,86.0,10.0,0.0,0.0,2.0,2544.0,2747.0,1610612739.0,21500219,3,0,0
"(30473,)",0.0,55.0,26.0,2.0,2.0,3.0,2544.0,201567.0,1610612739.0,21500219,3,1,1
"(30475,)",1.0,41.0,0.0,2.0,0.0,2.0,201567.0,2544.0,1610612739.0,21500219,3,0,1
"(30478,)",1.0,30.0,0.0,2.0,2.0,2.0,2210.0,2590.0,1610612739.0,21500219,3,1,1
"(30480,)",1.0,38.0,0.0,2.0,0.0,2.0,203099.0,203099.0,1610612739.0,21500219,3,0,1
"(30481,)",0.0,115.0,109.0,0.0,0.0,2.0,202335.0,2449.0,1610612739.0,21500219,3,0,0
"(30490,)",0.0,52.0,6.0,2.0,0.0,2.0,2544.0,201567.0,1610612739.0,21500219,4,0,1
"(30491,)",1.0,0.0,0.0,2.0,0.0,2.0,2544.0,-1.0,1610612739.0,21500219,4,0,1
"(30492,)",0.0,0.0,0.0,3.0,0.0,3.0,2544.0,-1.0,1610612739.0,21500219,4,0,1
"(30494,)",0.0,36.0,19.0,3.0,3.0,3.0,200768.0,201960.0,1610612739.0,21500219,4,1,1
"(30498,)",0.0,63.0,0.0,2.0,0.0,2.0,202684.0,2544.0,1610612739.0,21500219,4,0,1
"(30500,)",1.0,48.0,39.0,2.0,0.0,2.0,201567.0,2544.0,1610612739.0,21500219,4,0,1
"(30501,)",1.0,37.0,28.0,2.0,0.0,2.0,201567.0,2544.0,1610612739.0,21500219,4,0,1
"(30503,)",0.0,118.0,111.0,2.0,2.0,2.0,2590.0,2592.0,1610612739.0,21500219,4,1,1
"(30504,)",0.0,132.0,80.0,3.0,3.0,3.0,2747.0,2544.0,1610612739.0,21500219,4,1,1
"(31406,)",0.0,41.0,0.0,2.0,0.0,2.0,202689.0,202689.0,1610612739.0,21500227,1,0,1
"(31407,)",0.0,66.0,47.0,2.0,2.0,2.0,202389.0,2747.0,1610612739.0,21500227,1,1,1
"(31409,)",0.0,93.0,82.0,2.0,0.0,2.0,201567.0,2590.0,1610612739.0,21500227,1,0,1
"(31411,)",1.0,123.0,90.0,2.0,0.0,2.0,201567.0,2544.0,1610612739.0,21500227,1,0,1
"(31415,)",1.0,0.0,0.0,2.0,2.0,2.0,2590.0,-1.0,1610612739.0,21500227,1,1,1
"(31418,)",1.0,107.0,91.0,2.0,2.0,2.0,201567.0,2590.0,1610612739.0,21500227,1,1,1
"(31419,)",0.0,0.0,0.0,2.0,2.0,2.0,2590.0,-1.0,1610612739.0,21500227,1,1,1
"(31421,)",0.0,135.0,100.0,2.0,0.0,2.0,201567.0,2590.0,1610612739.0,21500227,1,0,1
"(31424,)",1.0,52.0,7.0,2.0,0.0,3.0,2544.0,2592.0,1610612739.0,21500227,1,0,1
"(31425,)",1.0,56.0,12.0,3.0,0.0,3.0,2592.0,2544.0,1610612739.0,21500227,1,0,1
"(31428,)",0.0,69.0,11.0,2.0,0.0,2.0,2592.0,203521.0,1610612739.0,21500227,1,0,1
"(31430,)",1.0,0.0,0.0,2.0,2.0,2.0,2544.0,-1.0,1610612739.0,21500227,1,1,1
"(31432,)",1.0,123.0,13.0,3.0,0.0,3.0,2592.0,2544.0,1610612739.0,21500227,2,0,1
"(31436,)",1.0,47.0,0.0,2.0,2.0,2.0,2544.0,203521.0,1610612739.0,21500227,2,1,1
"(31440,)",0.0,98.0,91.0,3.0,3.0,3.0,201567.0,2210.0,1610612739.0,21500227,2,1,1
"(31442,)",1.0,121.0,108.0,3.0,3.0,3.0,2210.0,201567.0,1610612739.0,21500227,2,1,1
"(31443,)",0.0,154.0,114.0,2.0,0.0,2.0,202689.0,202391.0,1610612739.0,21500227,2,0,1
"(31444,)",1.0,99.0,86.0,2.0,2.0,2.0,201567.0,203521.0,1610612739.0,21500227,2,1,1
"(31447,)",1.0,0.0,0.0,2.0,0.0,2.0,203521.0,-1.0,1610612739.0,21500227,2,0,1
"(31449,)",1.0,0.0,0.0,2.0,2.0,2.0,2590.0,-1.0,1610612739.0,21500227,2,1,1
"(31450,)",1.0,56.0,34.0,0.0,0.0,2.0,201567.0,2544.0,1610612739.0,21500227,2,0,0
"(31452,)",1.0,67.0,42.0,2.0,2.0,2.0,201567.0,202389.0,1610612739.0,21500227,2,1,1
"(31455,)",0.0,55.0,25.0,2.0,0.0,2.0,2544.0,201567.0,1610612739.0,21500227,2,0,1
"(31456,)",0.0,119.0,69.0,3.0,0.0,3.0,2747.0,201567.0,1610612739.0,21500227,2,0,1
"(31457,)",0.0,77.0,29.0,2.0,2.0,3.0,2747.0,2544.0,1610612739.0,21500227,3,1,1
"(31459,)",1.0,52.0,32.0,3.0,0.0,3.0,2747.0,2544.0,1610612739.0,21500227,3,0,1
"(31461,)",1.0,121.0,111.0,0.0,0.0,3.0,2590.0,202389.0,1610612739.0,21500227,3,0,0
"(31463,)",0.0,0.0,0.0,0.0,0.0,2.0,2590.0,-1.0,1610612739.0,21500227,3,0,0
"(31466,)",0.0,69.0,10.0,0.0,0.0,3.0,201567.0,2747.0,1610612739.0,21500227,3,0,0
"(31469,)",1.0,0.0,0.0,2.0,2.0,2.0,2544.0,-1.0,1610612739.0,21500227,3,1,1
"(31473,)",1.0,45.0,11.0,2.0,2.0,2.0,202684.0,203521.0,1610612739.0,21500227,3,1,1
"(31475,)",0.0,148.0,84.0,2.0,0.0,3.0,2210.0,2544.0,1610612739.0,21500227,3,0,1
"(31479,)",1.0,142.0,117.0,3.0,0.0,3.0,203521.0,202684.0,1610612739.0,21500227,3,0,1
"(31480,)",0.0,33.0,3.0,3.0,0.0,3.0,201567.0,203521.0,1610612739.0,21500227,3,0,1
"(31482,)",1.0,102.0,65.0,3.0,0.0,3.0,2592.0,203521.0,1610612739.0,21500227,4,0,1
"(31483,)",1.0,115.0,82.0,3.0,3.0,3.0,2210.0,202684.0,1610612739.0,21500227,4,1,1
"(31490,)",0.0,187.0,136.0,0.0,0.0,3.0,2210.0,2747.0,1610612739.0,21500227,4,0,0
"(31492,)",1.0,43.0,33.0,2.0,2.0,2.0,202684.0,203521.0,1610612739.0,21500227,4,1,1
"(31493,)",0.0,64.0,34.0,3.0,3.0,3.0,203521.0,2544.0,1610612739.0,21500227,4,1,1
"(31495,)",0.0,36.0,10.0,2.0,2.0,2.0,203521.0,2544.0,1610612739.0,21500227,4,1,1
"(31497,)",1.0,84.0,73.0,3.0,0.0,3.0,2210.0,203521.0,1610612739.0,21500227,4,0,1
"(31499,)",0.0,27.0,0.0,2.0,2.0,2.0,2747.0,2544.0,1610612739.0,21500227,4,1,1
"(31500,)",0.0,0.0,0.0,0.0,0.0,3.0,2544.0,-1.0,1610612739.0,21500227,4,0,0
"(31501,)",1.0,92.0,70.0,2.0,0.0,2.0,202684.0,203521.0,1610612739.0,21500227,4,0,1
"(31503,)",1.0,64.0,60.0,3.0,0.0,3.0,2210.0,202684.0,1610612739.0,21500227,4,0,1
"(31505,)",0.0,116.0,0.0,3.0,3.0,3.0,2747.0,2544.0,1610612739.0,21500227,4,1,1
"(31507,)",0.0,61.0,0.0,3.0,0.0,3.0,203521.0,2544.0,1610612739.0,21500227,4,0,1
"(31510,)",0.0,69.0,45.0,3.0,0.0,3.0,201587.0,202689.0,1610612739.0,21500227,4,0,1
"(34464,)",0.0,0.0,0.0,0.0,0.0,2.0,202389.0,-1.0,1610612739.0,21500262,1,0,0
"(34465,)",1.0,37.0,0.0,2.0,0.0,2.0,202389.0,2590.0,1610612739.0,21500262,1,0,1
"(34466,)",1.0,27.0,0.0,2.0,0.0,2.0,202389.0,2590.0,1610612739.0,21500262,1,0,1
"(34467,)",0.0,29.0,0.0,2.0,2.0,2.0,201567.0,2590.0,1610612739.0,21500262,1,1,1
"(34468,)",1.0,85.0,77.0,3.0,3.0,3.0,2590.0,2747.0,1610612739.0,21500262,1,1,1
"(34472,)",1.0,0.0,0.0,0.0,0.0,2.0,2590.0,-1.0,1610612739.0,21500262,1,0,0
"(34473,)",0.0,91.0,53.0,2.0,2.0,2.0,2590.0,201567.0,1610612739.0,21500262,1,1,1
"(34476,)",0.0,0.0,0.0,2.0,2.0,2.0,203521.0,-1.0,1610612739.0,21500262,1,1,1
"(34478,)",0.0,79.0,48.0,3.0,0.0,3.0,2210.0,2747.0,1610612739.0,21500262,1,0,1
"(34479,)",0.0,48.0,35.0,2.0,0.0,2.0,2544.0,203521.0,1610612739.0,21500262,1,0,1
"(34480,)",0.0,95.0,54.0,3.0,0.0,3.0,2590.0,2544.0,1610612739.0,21500262,1,0,1
"(34482,)",1.0,37.0,0.0,2.0,0.0,2.0,2544.0,2590.0,1610612739.0,21500262,2,0,1
"(34483,)",0.0,72.0,59.0,2.0,2.0,2.0,2210.0,2747.0,1610612739.0,21500262,2,1,1
"(34486,)",1.0,101.0,84.0,2.0,0.0,2.0,202684.0,203521.0,1610612739.0,21500262,2,0,1
"(34488,)",1.0,154.0,98.0,3.0,0.0,3.0,2747.0,2544.0,1610612739.0,21500262,2,0,1
"(34489,)",1.0,64.0,0.0,0.0,0.0,2.0,202389.0,2590.0,1610612739.0,21500262,3,0,0
"(34490,)",1.0,32.0,0.0,0.0,0.0,2.0,202389.0,2590.0,1610612739.0,21500262,3,0,0
"(34491,)",0.0,22.0,13.0,2.0,0.0,2.0,202389.0,2544.0,1610612739.0,21500262,3,0,1
"(34493,)",0.0,78.0,0.0,2.0,0.0,2.0,2544.0,203521.0,1610612739.0,21500262,3,0,1
"(34496,)",1.0,151.0,79.0,2.0,0.0,2.0,2760.0,2544.0,1610612739.0,21500262,3,0,1
"(34499,)",1.0,0.0,0.0,2.0,2.0,2.0,2544.0,-1.0,1610612739.0,21500262,3,1,1
"(34501,)",1.0,44.0,0.0,3.0,3.0,3.0,2747.0,203521.0,1610612739.0,21500262,3,1,1
"(34504,)",0.0,86.0,0.0,3.0,0.0,3.0,2747.0,203099.0,1610612739.0,21500262,3,0,1
"(34506,)",1.0,0.0,0.0,2.0,0.0,2.0,2544.0,-1.0,1610612739.0,21500262,4,0,1
"(34509,)",0.0,116.0,75.0,0.0,0.0,2.0,2592.0,203521.0,1610612739.0,21500262,4,0,0
"(34511,)",1.0,54.0,45.0,3.0,3.0,3.0,202322.0,201162.0,1610612739.0,21500262,4,1,1
"(34522,)",0.0,46.0,5.0,3.0,0.0,3.0,2592.0,2210.0,1610612739.0,21500262,4,0,1
"(34523,)",1.0,15.0,0.0,3.0,0.0,3.0,2210.0,2747.0,1610612739.0,21500262,4,0,1
"(35766,)",0.0,40.0,0.0,3.0,0.0,3.0,201567.0,203521.0,1610612739.0,21500288,1,0,1
"(35767,)",0.0,124.0,116.0,2.0,0.0,2.0,2747.0,203521.0,1610612739.0,21500288,1,0,1
"(35770,)",0.0,85.0,76.0,3.0,3.0,3.0,2747.0,2592.0,1610612739.0,21500288,1,1,1
"(35771,)",0.0,113.0,101.0,3.0,0.0,3.0,2747.0,202684.0,1610612739.0,21500288,1,0,1
"(35773,)",0.0,0.0,0.0,2.0,0.0,2.0,2590.0,-1.0,1610612739.0,21500288,1,0,1
"(35775,)",1.0,116.0,108.0,3.0,0.0,3.0,2590.0,2592.0,1610612739.0,21500288,2,0,1
"(35776,)",0.0,86.0,77.0,2.0,0.0,3.0,2590.0,2544.0,1610612739.0,21500288,2,0,1
"(35777,)",0.0,116.0,0.0,2.0,2.0,2.0,201567.0,203521.0,1610612739.0,21500288,2,1,1
"(35783,)",1.0,105.0,81.0,3.0,0.0,3.0,201567.0,2544.0,1610612739.0,21500288,2,0,1
"(35784,)",1.0,133.0,94.0,3.0,3.0,3.0,203521.0,2544.0,1610612739.0,21500288,2,1,1
"(35787,)",1.0,47.0,0.0,2.0,2.0,2.0,202389.0,203521.0,1610612739.0,21500288,2,1,1
"(35789,)",0.0,60.0,4.0,3.0,0.0,3.0,2747.0,201567.0,1610612739.0,21500288,2,0,1
