id,aid,tid,pid,label,geom
3965,0,120,24,1,POINT(72.3 22.5)
3966,0,120,25,1,POINT(72 23)
3967,0,120,26,1,POINT(71.7 23.5)
3968,0,120,27,1,POINT(71.5 23.9)
3969,0,120,28,1,POINT(71.3 24.2)
3970,0,120,29,1,POINT(71.1 24.4)
3971,0,120,30,1,POINT(70.9 24.3)
3972,0,120,31,1,POINT(70.7 24.2)
3973,0,120,32,1,POINT(71 24)
3974,0,121,0,1,POINT(88 22.8)
3975,0,121,1,1,POINT(88.8 22.8)
3976,0,121,2,1,POINT(89.8 22.7)
3977,0,121,3,1,POINT(90.4 22.6)
3978,0,121,4,1,POINT(90.2 22.7)
3979,0,121,5,1,POINT(90.3 23.1)
3980,0,121,6,1,POINT(90.5 23.4)
3981,0,121,7,1,POINT(90.8 24.2)
3982,0,121,8,1,POINT(90.8 25)
3983,0,121,9,1,POINT(90.8 26.1)
3984,0,121,10,1,POINT(90.8 27.4)
3985,0,121,11,1,POINT(90.7 28.7)
3986,0,121,12,1,POINT(90.3 29.7)
3987,0,121,13,1,POINT(89.3 30.7)
3988,0,121,14,1,POINT(88.5 31.8)
3989,0,121,15,1,POINT(87.7 32.4)
3990,0,121,16,1,POINT(86.7 32.7)
3991,0,121,17,1,POINT(85.5 33)
3992,0,122,0,0,POINT(148.4 13.4)
3993,0,122,1,0,POINT(147.3 13.3)
3994,0,122,2,0,POINT(146.2 13.2)
3995,0,122,3,0,POINT(145.2 13)
3996,0,122,4,0,POINT(144.3 12.4)
3997,0,122,5,0,POINT(143.3 12.2)
3998,0,122,6,0,POINT(142.3 12)
3999,0,122,7,0,POINT(141.2 12.1)
4000,0,122,8,0,POINT(140.1 12.4)
4001,0,122,9,0,POINT(139.4 12.7)
4002,0,122,10,0,POINT(138.5 13)
4003,0,122,11,0,POINT(137.7 13.2)
4004,0,122,12,0,POINT(136.9 13.5)
4005,0,122,13,0,POINT(136 13.9)
4006,0,122,14,0,POINT(135.1 14.1)
4007,0,122,15,0,POINT(134.5 14.7)
4008,0,122,16,0,POINT(133.9 15.3)
4009,0,122,17,0,POINT(133.1 15.9)
4010,0,122,18,0,POINT(132.5 16.6)
4011,0,122,19,0,POINT(132 17.4)
4012,0,122,20,0,POINT(131.5 18.1)
4013,0,122,21,0,POINT(131.1 18.7)
4014,0,122,22,0,POINT(131 19.4)
4015,0,122,23,0,POINT(130.9 20)
4016,0,122,24,0,POINT(130.7 20.9)
4017,0,122,25,0,POINT(130.5 22.2)
4018,0,122,26,0,POINT(130.3 23.4)
4019,0,122,27,0,POINT(130.1 24.5)
4020,0,122,28,0,POINT(129.7 25.8)
4021,0,122,29,0,POINT(128.9 27.1)
4022,0,122,30,0,POINT(128.1 28.2)
4023,0,122,31,0,POINT(128 29.8)
4024,0,122,32,0,POINT(128.1 30.9)
4025,0,122,33,0,POINT(128.5 31.9)
4026,0,122,34,0,POINT(129 32.8)
4027,0,122,35,0,POINT(129.7 33.5)
4028,0,122,36,0,POINT(130.5 34.7)
4029,0,122,37,0,POINT(131.5 36.1)
4030,0,122,38,0,POINT(133.5 38)
4031,0,122,39,0,POINT(135.6 40.2)
4032,0,122,40,0,POINT(138 42.9)
4033,0,122,41,0,POINT(141.2 46.2)
4034,0,122,42,0,POINT(145.5 50.2)
4035,0,122,43,0,POINT(150 55)
4036,0,123,0,0,POINT(137.8 8.9)
4037,0,123,1,0,POINT(136.4 9.5)
4038,0,123,2,0,POINT(135 10.1)
4039,0,123,3,0,POINT(133.6 10.7)
4040,0,123,4,0,POINT(132.1 11.2)
4041,0,123,5,0,POINT(131 11.5)
4042,0,123,6,0,POINT(129.9 11.8)
4043,0,123,7,0,POINT(128.7 12.1)
4044,0,123,8,0,POINT(127.5 12.3)
4045,0,123,9,0,POINT(126.2 12.4)
4046,0,123,10,0,POINT(125.1 12.5)
4047,0,123,11,0,POINT(124 12.6)
4048,0,123,12,0,POINT(122.9 12.7)
4049,0,123,13,0,POINT(121.7 12.6)
4050,0,123,14,0,POINT(120.6 12.4)
4051,0,123,15,0,POINT(120 12.2)
4052,0,123,16,0,POINT(119.2 12)
4053,0,123,17,0,POINT(118.5 12.1)
4054,0,123,18,0,POINT(117.2 12.1)
4055,0,123,19,0,POINT(116.2 12)
4056,0,123,20,0,POINT(115.1 11.9)
4057,0,123,21,0,POINT(113.9 12)
4058,0,123,22,0,POINT(112.8 12)
4059,0,123,23,0,POINT(111.8 11.9)
4060,0,123,24,0,POINT(110.8 12)
4061,0,123,25,0,POINT(109.8 12)
4062,0,123,26,0,POINT(108.8 12)
4063,0,123,27,0,POINT(107.9 11.9)
4064,0,123,28,0,POINT(107 11.8)
4065,0,123,29,0,POINT(106 11.8)
4066,0,123,30,0,POINT(105 11.7)
4067,0,123,31,0,POINT(104.2 11.5)
4068,0,123,32,0,POINT(103.5 11.3)
4069,0,123,33,0,POINT(102.8 11.2)
4070,0,123,34,0,POINT(102.2 11.3)
4071,0,123,35,0,POINT(101.7 11.4)
4072,0,123,36,0,POINT(101.1 11.3)
4073,0,123,37,0,POINT(100.7 11.3)
4074,0,123,38,0,POINT(100.2 11.1)
4075,0,123,39,0,POINT(100.5 11.1)
4076,0,123,40,0,POINT(100.1 11.3)
4077,0,123,41,0,POINT(99.7 11.5)
4078,0,123,42,0,POINT(99.3 11.5)
4079,0,123,43,0,POINT(98.8 11.6)
4080,0,123,44,0,POINT(98.2 11.8)
4081,0,123,45,0,POINT(97.5 11.9)
4082,0,123,46,0,POINT(96.8 11.9)
4083,0,123,47,0,POINT(96.1 11.9)
4084,0,123,48,0,POINT(95 12)
4085,0,123,49,0,POINT(94.1 12.1)
4086,0,123,50,0,POINT(93.2 12.2)
4087,0,124,0,1,POINT(105.7 14.9)
4088,0,124,1,1,POINT(104.5 15)
4089,0,124,2,1,POINT(103.5 15)
4090,0,124,3,1,POINT(102.3 15)
4091,0,124,4,1,POINT(101 15)
4092,0,124,5,1,POINT(100.1 15)
4093,0,124,6,1,POINT(99.6 15.1)
4094,0,124,7,1,POINT(98.8 15.2)
4095,0,124,8,1,POINT(98.2 15.5)
4096,0,124,9,1,POINT(97.4 15.8)
4097,0,124,10,1,POINT(96.6 16.3)
4098,0,124,11,1,POINT(95.5 17.8)
4099,0,124,12,1,POINT(94.6 19.1)
4100,0,124,13,1,POINT(93.9 19.8)
4101,0,124,14,1,POINT(93.4 20.7)
4102,0,124,15,1,POINT(93 21.8)
4103,0,124,16,1,POINT(92.8 22.4)
4104,0,124,17,1,POINT(93 23.1)
4105,0,124,18,1,POINT(93.2 23.8)
4106,0,124,19,1,POINT(93.8 24.4)
4107,0,124,20,1,POINT(94.9 25.5)
4108,0,124,21,1,POINT(95.8 26.5)
4109,0,124,22,1,POINT(97.2 27.3)
4110,0,124,23,1,POINT(98.7 27.9)
4111,0,124,24,1,POINT(100.2 28.9)
4112,0,124,25,1,POINT(102.3 29.7)
4113,0,124,26,1,POINT(104.8 31)
4114,0,124,27,1,POINT(109.5 32.5)
4115,0,124,28,1,POINT(114 34)
4116,0,124,29,1,POINT(120 36)
4117,0,124,30,1,POINT(126 39)
4118,0,124,31,1,POINT(131 40)
4119,0,124,32,1,POINT(135 44)
4120,0,124,33,1,POINT(137 48)
4121,0,124,34,1,POINT(138 52)
4122,0,124,35,1,POINT(136 52.5)
4123,0,124,36,1,POINT(134 52)
4124,0,125,0,1,POINT(90 22.5)
4125,0,125,1,1,POINT(89.8 23.5)
4126,0,125,2,1,POINT(89.5 24.4)
4127,0,125,3,1,POINT(89 25.4)
4128,0,125,4,1,POINT(88.3 26.2)
4129,0,125,5,1,POINT(87.8 27.1)
4130,0,125,6,1,POINT(87.2 27.9)
4131,0,125,7,1,POINT(86.5 28.7)
4132,0,125,8,1,POINT(85.7 29.5)
4133,0,125,9,1,POINT(84.8 30.2)
4134,0,125,10,1,POINT(83.9 30.8)
4135,0,125,11,1,POINT(83.1 31.5)
4136,0,125,12,1,POINT(82.5 32.3)
4137,0,125,13,1,POINT(82 33.3)
4138,0,125,14,1,POINT(81.5 34.5)
4139,0,126,0,1,POINT(159 16.8)
4140,0,126,1,1,POINT(158.3 16.9)
4141,0,126,2,1,POINT(157.8 17)
4142,0,126,3,1,POINT(157.1 17.2)
4143,0,126,4,1,POINT(156.5 17.4)
4144,0,126,5,1,POINT(156.1 17.8)
4145,0,126,6,1,POINT(156 18.2)
4146,0,126,7,1,POINT(155.7 18.7)
4147,0,126,8,1,POINT(155.4 19.1)
4148,0,126,9,1,POINT(155.2 19.7)
4149,0,126,10,1,POINT(155.1 20)
4150,0,126,11,1,POINT(155.1 20.5)
4151,0,126,12,1,POINT(154.7 20.8)
4152,0,126,13,1,POINT(154 21.1)
4153,0,126,14,1,POINT(153.1 21.4)
4154,0,126,15,1,POINT(152.2 21.9)
4155,0,126,16,1,POINT(151.3 22.5)
4156,0,126,17,1,POINT(150.3 23.4)
4157,0,126,18,1,POINT(149 24.2)
4158,0,126,19,1,POINT(147.6 25.1)
4159,0,126,20,1,POINT(146 26.3)
4160,0,126,21,1,POINT(144.4 27.6)
4161,0,126,22,1,POINT(142.9 28.9)
4162,0,126,23,1,POINT(141.4 29.7)
4163,0,126,24,1,POINT(140.3 30.5)
4164,0,126,25,1,POINT(138.9 31.1)
4165,0,126,26,1,POINT(139.2 31.8)
4166,0,126,27,1,POINT(139.1 32.2)
4167,0,126,28,1,POINT(139.1 32.7)
4168,0,126,29,1,POINT(139.1 33)
4169,0,126,30,1,POINT(139 33.1)
4170,0,126,31,1,POINT(138.7 33.2)
4171,0,126,32,1,POINT(138.2 33.2)
4172,0,126,33,1,POINT(137.7 33.4)
4173,0,126,34,1,POINT(137.1 33.5)
4174,0,126,35,1,POINT(136.1 33.8)
4175,0,126,36,1,POINT(134.8 34)
4176,0,126,37,1,POINT(133.7 34.3)
4177,0,126,38,1,POINT(132.5 34.9)
4178,0,126,39,1,POINT(131.9 35.3)
4179,0,126,40,1,POINT(131.2 35.7)
4180,0,126,41,1,POINT(131.3 36)
4181,0,126,42,1,POINT(131.4 36.3)
4182,0,126,43,1,POINT(131.7 36.7)
4183,0,126,44,1,POINT(131.8 36.9)
4184,0,126,45,1,POINT(131.9 37.2)
4185,0,126,46,1,POINT(132 37.4)
4186,0,126,47,1,POINT(132.1 37.6)
4187,0,126,48,1,POINT(132.2 38)
4188,0,126,49,1,POINT(132.3 38.5)
4189,0,126,50,1,POINT(132.4 39.3)
4190,0,126,51,1,POINT(133 40.4)
4191,0,126,52,1,POINT(133.3 41.3)
4192,0,126,53,1,POINT(134.2 42.4)
4193,0,126,54,1,POINT(135.2 43.6)
4194,0,126,55,1,POINT(137.2 45)
4195,0,126,56,1,POINT(139.5 46.5)
4196,0,126,57,1,POINT(142 46.5)
4197,0,126,58,1,POINT(144.5 46.5)
4198,0,126,59,1,POINT(146.5 45.5)
4199,0,126,60,1,POINT(148.5 44.5)
4200,0,126,61,1,POINT(149.8 43.5)
4201,0,126,62,1,POINT(151 42.5)
4202,0,127,0,0,POINT(159 11.6)
4203,0,127,1,0,POINT(157 11.3)
4204,0,127,2,0,POINT(155.2 11.3)
4205,0,127,3,0,POINT(153.5 11.4)
4206,0,127,4,0,POINT(151.7 11.5)
4207,0,127,5,0,POINT(150 11.5)
4208,0,127,6,0,POINT(148.3 11.5)
4209,0,127,7,0,POINT(146.6 11.8)
4210,0,127,8,0,POINT(144.9 12.3)
4211,0,127,9,0,POINT(143.2 12.8)
4212,0,127,10,0,POINT(141.4 13.4)
4213,0,127,11,0,POINT(139.7 13.9)
4214,0,127,12,0,POINT(138 14.4)
4215,0,127,13,0,POINT(136.2 14.8)
4216,0,127,14,0,POINT(134.5 15.2)
4217,0,127,15,0,POINT(132.8 15.6)
4218,0,127,16,0,POINT(131.2 16.1)
4219,0,127,17,0,POINT(129.7 16.5)
4220,0,127,18,0,POINT(128.5 17)
4221,0,127,19,0,POINT(127.3 17.4)
4222,0,127,20,0,POINT(126.2 18)
4223,0,127,21,0,POINT(125.2 18.6)
4224,0,127,22,0,POINT(124.3 19.3)
4225,0,127,23,0,POINT(123.5 19.9)
4226,0,127,24,0,POINT(122.8 20.6)
4227,0,127,25,0,POINT(122.2 21.4)
4228,0,127,26,0,POINT(121.7 22.2)
4229,0,127,27,0,POINT(121.2 23.1)
4230,0,127,28,0,POINT(120.7 24)
4231,0,127,29,0,POINT(120.2 25.1)
4232,0,127,30,0,POINT(120 26.4)
4233,0,127,31,0,POINT(120 27.7)
4234,0,127,32,0,POINT(120.1 29)
4235,0,127,33,0,POINT(120.2 30.5)
4236,0,127,34,0,POINT(120.4 32.1)
4237,0,127,35,0,POINT(120.4 33.7)
4238,0,127,36,0,POINT(120.4 35.1)
4239,0,127,37,0,POINT(120.3 36.4)
4240,0,127,38,0,POINT(120.2 37.2)
4241,0,127,39,0,POINT(120.1 38)
4242,0,127,40,0,POINT(120 38.5)
4243,0,127,41,0,POINT(119.9 38.9)
4244,0,127,42,0,POINT(119.7 39.1)
4245,0,127,43,0,POINT(119.6 39.1)
4246,0,127,44,0,POINT(119.4 39.1)
4247,0,127,45,0,POINT(118.9 39.1)
4248,0,127,46,0,POINT(118.4 39.1)
4249,0,127,47,0,POINT(118 39)
4250,0,127,48,0,POINT(118 39.4)
4251,0,127,49,0,POINT(118.7 39.9)
4252,0,127,50,0,POINT(119.4 40.2)
4253,0,127,51,0,POINT(120.3 40.3)
4254,0,127,52,0,POINT(121.3 40.5)
4255,0,127,53,0,POINT(122.9 41)
4256,0,127,54,0,POINT(124.7 41.8)
4257,0,127,55,0,POINT(126.5 42.7)
4258,0,127,56,0,POINT(128.5 43.8)
4259,0,128,0,1,POINT(87.6 19.4)
4260,0,128,1,1,POINT(87.3 19.8)
4261,0,128,2,1,POINT(87 20.4)
4262,0,128,3,1,POINT(86.8 21)
4263,0,128,4,1,POINT(86.7 21.7)
4264,0,128,5,1,POINT(86.6 22.6)
4265,0,128,6,1,POINT(86.5 23.5)
4266,0,128,7,1,POINT(86.7 24.2)
4267,0,128,8,1,POINT(86.9 24.6)
4268,0,128,9,1,POINT(87.2 25)
4269,0,128,10,1,POINT(86.9 25.8)
4270,0,128,11,1,POINT(86.6 26.5)
4271,0,128,12,1,POINT(86 27.3)
4272,0,128,13,1,POINT(85.4 28.1)
4273,0,128,14,1,POINT(85 29.1)
4274,0,128,15,1,POINT(85.1 30.4)
4275,0,128,16,1,POINT(85.5 32)
4276,0,128,17,1,POINT(86.2 33.8)
4277,0,129,0,1,POINT(105 34)
4278,0,129,1,1,POINT(106.2 33.6)
4279,0,129,2,1,POINT(107.3 33)
4280,0,129,3,1,POINT(108.1 32.1)
4281,0,129,4,1,POINT(108.2 31.2)
4282,0,129,5,1,POINT(107.8 30.7)
4283,0,129,6,1,POINT(107.2 30.5)
4284,0,129,7,1,POINT(106.6 30.3)
4285,0,129,8,1,POINT(106 30.1)
4286,0,129,9,1,POINT(105.4 29.8)
4287,0,129,10,1,POINT(104.8 29.6)
4288,0,129,11,1,POINT(104.4 29.3)
4289,0,129,12,1,POINT(104.2 29.1)
4290,0,129,13,1,POINT(104 28.8)
4291,0,129,14,1,POINT(104.2 28.6)
4292,0,129,15,1,POINT(104.6 28.8)
4293,0,129,16,1,POINT(105.2 29.1)
4294,0,129,17,1,POINT(105.8 29.6)
4295,0,129,18,1,POINT(106.4 30.2)
4296,0,129,19,1,POINT(107 30.8)
4297,0,129,20,1,POINT(107.8 31.3)
4298,0,129,21,1,POINT(108.8 31.9)
4299,0,129,22,1,POINT(109.8 32.7)
4300,0,129,23,1,POINT(110.8 33.7)
4301,0,129,24,1,POINT(111.7 34.7)
4302,0,129,25,1,POINT(112.5 35.7)
4303,0,129,26,1,POINT(113 36.6)
4304,0,129,27,1,POINT(113.5 37.5)
4305,0,129,28,1,POINT(114.1 38.3)
4306,0,129,29,1,POINT(114.7 39)
4307,0,129,30,1,POINT(115.5 39.6)
4308,0,129,31,1,POINT(116.3 40.3)
4309,0,129,32,1,POINT(117.3 41.1)
4310,0,129,33,1,POINT(118.5 42.4)
4311,0,129,34,1,POINT(119.5 44.2)
4312,0,129,35,1,POINT(120 46)
4313,0,129,36,1,POINT(120 48.4)
4314,0,130,0,1,POINT(148 14)
4315,0,130,1,1,POINT(147.6 14.5)
4316,0,130,2,1,POINT(147.3 15)
4317,0,130,3,1,POINT(147 15.6)
4318,0,130,4,1,POINT(146.8 16.1)
4319,0,130,5,1,POINT(146.6 16.7)
4320,0,130,6,1,POINT(146.6 17.4)
4321,0,130,7,1,POINT(146.5 17.9)
4322,0,130,8,1,POINT(146.4 18.2)
4323,0,130,9,1,POINT(146.2 18.5)
4324,0,130,10,1,POINT(146 18.7)
4325,0,130,11,1,POINT(145.9 19)
4326,0,130,12,1,POINT(145.9 19.1)
4327,0,130,13,1,POINT(145.8 19.3)
4328,0,130,14,1,POINT(145.6 19.4)
4329,0,130,15,1,POINT(145.4 19.5)
4330,0,130,16,1,POINT(145.2 19.7)
4331,0,130,17,1,POINT(144.8 19.9)
4332,0,130,18,1,POINT(144.1 20.1)
4333,0,130,19,1,POINT(143.2 20.3)
4334,0,130,20,1,POINT(142.4 20.4)
4335,0,130,21,1,POINT(141.6 20.3)
4336,0,130,22,1,POINT(141.1 20.2)
4337,0,130,23,1,POINT(140.7 20.2)
4338,0,130,24,1,POINT(140.4 20.2)
4339,0,130,25,1,POINT(140 20.3)
4340,0,130,26,1,POINT(139.6 20.4)
4341,0,130,27,1,POINT(139.4 20.6)
4342,0,130,28,1,POINT(139.1 20.9)
4343,0,130,29,1,POINT(138.8 21.2)
4344,0,130,30,1,POINT(138.4 21.6)
4345,0,130,31,1,POINT(137.9 22)
4346,0,130,32,1,POINT(137.2 22.5)
4347,0,130,33,1,POINT(136.4 23.1)
4348,0,130,34,1,POINT(135.7 23.8)
4349,0,130,35,1,POINT(135 24.5)
4350,0,130,36,1,POINT(134.6 25.5)
4351,0,130,37,1,POINT(134.5 26.7)
4352,0,130,38,1,POINT(134.7 27.8)
4353,0,130,39,1,POINT(135.2 28.5)
4354,0,130,40,1,POINT(136.2 29.1)
4355,0,130,41,1,POINT(137.6 29.6)
4356,0,130,42,1,POINT(138.9 29.9)
4357,0,130,43,1,POINT(140 30)
4358,0,130,44,1,POINT(140.6 30)
4359,0,130,45,1,POINT(140.8 29.8)
4360,0,130,46,1,POINT(140.8 29.6)
4361,0,130,47,1,POINT(140.6 29.4)
4362,0,130,48,1,POINT(140 29.1)
4363,0,130,49,1,POINT(139.3 28.6)
4364,0,130,50,1,POINT(138.6 28.3)
4365,0,130,51,1,POINT(137.9 28.2)
4366,0,130,52,1,POINT(137.5 28.5)
4367,0,130,53,1,POINT(137.4 29)
4368,0,130,54,1,POINT(137.7 29.5)
4369,0,130,55,1,POINT(138.5 30)
4370,0,130,56,1,POINT(139.5 30.7)
4371,0,130,57,1,POINT(140.7 32.1)
4372,0,130,58,1,POINT(141.6 34.1)
4373,0,130,59,1,POINT(141.5 36.5)
4374,0,130,60,1,POINT(140 38.9)
4375,0,130,61,1,POINT(137.1 41)
4376,0,131,0,1,POINT(120.7 15.6)
4377,0,131,1,1,POINT(120.4 16.2)
4378,0,131,2,1,POINT(120.2 16.4)
4379,0,131,3,1,POINT(119.9 16.5)
4380,0,131,4,1,POINT(119.6 16.6)
4381,0,131,5,1,POINT(119.3 16.8)
4382,0,131,6,1,POINT(119.1 16.9)
4383,0,131,7,1,POINT(118.9 17)
4384,0,131,8,1,POINT(118.8 17.2)
4385,0,131,9,1,POINT(118.6 17.4)
4386,0,131,10,1,POINT(118.4 17.7)
4387,0,131,11,1,POINT(118.2 18.1)
4388,0,131,12,1,POINT(117.9 18.3)
4389,0,131,13,1,POINT(117.7 18.6)
4390,0,131,14,1,POINT(117.3 18.7)
4391,0,131,15,1,POINT(116.9 18.8)
4392,0,131,16,1,POINT(116.2 18.9)
4393,0,131,17,1,POINT(115.1 19.2)
4394,0,131,18,1,POINT(113.9 19.7)
4395,0,131,19,1,POINT(112.5 20.4)
4396,0,131,20,1,POINT(111.1 21.1)
4397,0,131,21,1,POINT(109.9 21.9)
4398,0,131,22,1,POINT(108.8 22.6)
4399,0,131,23,1,POINT(107.7 23.4)
4400,0,131,24,1,POINT(106.6 24.5)
4401,0,132,0,1,POINT(136 36)
4402,0,132,1,1,POINT(135.9 35.7)
4403,0,132,2,1,POINT(135.8 35.3)
4404,0,132,3,1,POINT(135.6 35)
4405,0,132,4,1,POINT(135.5 34.7)
4406,0,132,5,1,POINT(135.4 34.4)
4407,0,132,6,1,POINT(135.2 34.1)
4408,0,132,7,1,POINT(135 33.8)
4409,0,132,8,1,POINT(134.7 33.5)
4410,0,132,9,1,POINT(134 32.8)
4411,0,132,10,1,POINT(133.2 32.2)
4412,0,132,11,1,POINT(132.4 31.6)
4413,0,132,12,1,POINT(131.7 31.3)
4414,0,132,13,1,POINT(131.2 31.1)
4415,0,132,14,1,POINT(130.8 31)
4416,0,132,15,1,POINT(130.5 31)
4417,0,132,16,1,POINT(129.9 30.9)
4418,0,132,17,1,POINT(128.7 31)
4419,0,132,18,1,POINT(126.6 31.3)
4420,0,132,19,1,POINT(124.1 31.2)
4421,0,132,20,1,POINT(121.3 31)
4422,0,132,21,1,POINT(118.7 30.7)
4423,0,132,22,1,POINT(115.9 30.3)
4424,0,132,23,1,POINT(113.6 29.9)
4425,0,132,24,1,POINT(111.5 29.8)
4426,0,132,25,1,POINT(109.7 30.2)
4427,0,132,26,1,POINT(108.6 30.9)
4428,0,132,27,1,POINT(107.9 32.1)
4429,0,132,28,1,POINT(107.5 33.2)
4430,0,132,29,1,POINT(107.6 34.3)
4431,0,132,30,1,POINT(108 35.5)
4432,0,132,31,1,POINT(108.7 36.6)
4433,0,132,32,1,POINT(110.3 38)
4434,0,132,33,1,POINT(112.5 40)
4435,0,132,34,1,POINT(115 42.4)
4436,0,132,35,1,POINT(119 44.9)
4437,0,132,36,1,POINT(123.6 46.6)
4438,0,132,37,1,POINT(129 47.5)
4439,0,133,0,1,POINT(119.6 22.2)
4440,0,133,1,1,POINT(119.2 22.3)
4441,0,133,2,1,POINT(118.6 22.3)
4442,0,133,3,1,POINT(117.9 22.1)
4443,0,133,4,1,POINT(117.5 22.1)
4444,0,133,5,1,POINT(117.2 22.1)
4445,0,133,6,1,POINT(116.8 22.4)
4446,0,133,7,1,POINT(116.5 22.8)
4447,0,133,8,1,POINT(116.4 23.4)
4448,0,133,9,1,POINT(116.2 24.1)
4449,0,133,10,1,POINT(115.8 25)
4450,0,133,11,1,POINT(115.1 26.1)
4451,0,133,12,1,POINT(114.3 27.1)
4452,0,133,13,1,POINT(113.7 27.9)
4453,0,133,14,1,POINT(113.1 28.5)
4454,0,133,15,1,POINT(113.5 28.9)
4455,0,133,16,1,POINT(113.8 29.2)
4456,0,133,17,1,POINT(114.2 29.5)
4457,0,133,18,1,POINT(114.5 29.6)
4458,0,133,19,1,POINT(114.6 29.3)
4459,0,133,20,1,POINT(115.2 28.8)
4460,0,133,21,1,POINT(115.5 28.8)
4461,0,133,22,1,POINT(115.1 27.7)
4462,0,134,0,0,POINT(124.1 26.7)
4463,0,134,1,0,POINT(124.3 26.8)
4464,0,134,2,0,POINT(124.4 26.7)
4465,0,134,3,0,POINT(124.3 26.5)
4466,0,134,4,0,POINT(124 26.2)
4467,0,134,5,0,POINT(123.5 26)
4468,0,134,6,0,POINT(122.9 25.9)
4469,0,134,7,0,POINT(122.1 26)
4470,0,134,8,0,POINT(121.2 26.2)
4471,0,134,9,0,POINT(120.3 26.4)
4472,0,134,10,0,POINT(119.7 26.6)
4473,0,134,11,0,POINT(119 26.8)
4474,0,134,12,0,POINT(118.3 27.2)
4475,0,134,13,0,POINT(117.6 27.7)
4476,0,134,14,0,POINT(117.2 28.4)
4477,0,134,15,0,POINT(116.9 29.2)
4478,0,134,16,0,POINT(116.7 30)
4479,0,134,17,0,POINT(116.8 31)
4480,0,134,18,0,POINT(117.5 31.9)
4481,0,134,19,0,POINT(118.6 32.9)
4482,0,134,20,0,POINT(119.5 33.8)
4483,0,134,21,0,POINT(121 34.2)
4484,0,134,22,0,POINT(122.6 34.3)
4485,0,134,23,0,POINT(124 33.9)
4486,0,134,24,0,POINT(126 33.5)
4487,0,134,25,0,POINT(128.2 33.4)
4488,0,134,26,0,POINT(131.2 33.6)
4489,0,134,27,0,POINT(133.9 33.9)
4490,0,134,28,0,POINT(136.6 34.3)
4491,0,134,29,0,POINT(139.5 34.5)
4492,0,134,30,0,POINT(141.7 34.5)
4493,0,134,31,0,POINT(143.5 34.2)
4494,0,134,32,0,POINT(145.3 33.9)
4495,0,134,33,0,POINT(146.9 34.3)
4496,0,134,34,0,POINT(148.1 34.7)
4497,0,134,35,0,POINT(149.3 35.2)
4498,0,134,36,0,POINT(150.4 35.6)
4499,0,134,37,0,POINT(151.6 36)
4500,0,134,38,0,POINT(152.7 36.2)
4501,0,134,39,0,POINT(153.5 36.3)
4502,0,134,40,0,POINT(153.9 36.8)
4503,0,134,41,0,POINT(154.1 37)
4504,0,135,0,1,POINT(121 44)
4505,0,135,1,1,POINT(122.5 43)
4506,0,135,2,1,POINT(124.5 42.5)
4507,0,135,3,1,POINT(124 41)
4508,0,135,4,1,POINT(122.5 39.5)
4509,0,135,5,1,POINT(120.5 39)
4510,0,135,6,1,POINT(118.5 39)
4511,0,135,7,1,POINT(116.5 39)
4512,0,135,8,1,POINT(114.2 39.6)
4513,0,135,9,1,POINT(111.5 40)
4514,0,135,10,1,POINT(109 39)
4515,0,135,11,1,POINT(108.5 37.7)
4516,0,135,12,1,POINT(108.5 36.7)
4517,0,135,13,1,POINT(110 36)
4518,0,135,14,1,POINT(111.5 36.2)
4519,0,135,15,1,POINT(113 37)
4520,0,135,16,1,POINT(113.5 38.2)
4521,0,135,17,1,POINT(114.3 39.5)
4522,0,135,18,1,POINT(115.3 41.6)
4523,0,135,19,1,POINT(116.4 44)
4524,0,135,20,1,POINT(117.4 46.3)
4525,0,136,0,1,POINT(119.2 26.3)
4526,0,136,1,1,POINT(118.8 26.6)
4527,0,136,2,1,POINT(118.6 27.1)
4528,0,136,3,1,POINT(118.6 27.7)
4529,0,136,4,1,POINT(118.7 28.3)
4530,0,136,5,1,POINT(118.9 28.7)
4531,0,136,6,1,POINT(119.4 29)
4532,0,136,7,1,POINT(120.1 29.6)
4533,0,136,8,1,POINT(121.2 30.6)
4534,0,136,9,1,POINT(122.6 32.1)
4535,0,136,10,1,POINT(123.8 33.8)
4536,0,136,11,1,POINT(125.1 35.7)
4537,0,136,12,1,POINT(126.3 37.7)
4538,0,136,13,1,POINT(127.3 39.6)
4539,0,136,14,1,POINT(128.3 41.4)
4540,0,136,15,1,POINT(129.8 43.2)
4541,0,136,16,1,POINT(131.4 44.8)
4542,0,136,17,1,POINT(133.1 46)
4543,0,136,18,1,POINT(135.1 47)
4544,0,136,19,1,POINT(137.3 47.6)
4545,0,136,20,1,POINT(140 48)
4546,0,136,21,1,POINT(143 48)
4547,0,136,22,1,POINT(146 48)
4548,0,136,23,1,POINT(149 47.5)
4549,0,136,24,1,POINT(152.5 47)
4550,0,136,25,1,POINT(156 46)
4551,0,136,26,1,POINT(160 45)
4552,0,136,27,1,POINT(164 44)
4553,0,136,28,1,POINT(168 43.5)
4554,0,136,29,1,POINT(171 43)
4555,0,136,30,1,POINT(173 43)
4556,0,137,0,1,POINT(112.5 24.7)
4557,0,137,1,1,POINT(111.8 26.2)
4558,0,137,2,1,POINT(111.1 27.8)
4559,0,137,3,1,POINT(110.6 29.4)
4560,0,137,4,1,POINT(110.2 31)
4561,0,137,5,1,POINT(110.8 33.2)
4562,0,137,6,1,POINT(112.2 35.3)
4563,0,137,7,1,POINT(114.3 37.5)
